time,app,des,tr,ltr,suc
13700,3,124,10,5,2.000000
13700,3,95,5,5,1.000000
13700,3,111,5,5,1.000000
13700,3,126,5,5,1.000000
13700,1,87,5,5,1.000000
13700,3,101,5,5,1.000000
13700,2,77,5,5,1.000000
13700,3,122,5,5,1.000000
13700,5,65,20,40,0.500000
13700,1,75,5,5,1.000000
13700,4,5,10,40,0.250000
13700,2,105,5,5,1.000000
13700,5,81,40,40,1.000000
13700,3,103,5,5,1.000000
13700,2,3,5,5,1.000000
13700,1,128,5,5,1.000000
13700,1,109,5,5,1.000000
13700,2,71,5,5,1.000000
13700,1,73,5,5,1.000000
13700,6,113,25,40,0.625000
13700,2,85,5,5,1.000000
13700,5,6,26,40,0.650000
13700,3,83,5,5,1.000000
13900,6,113,25,40,0.625000
13900,4,5,10,40,0.250000
13900,1,89,5,5,1.000000
13900,1,130,5,5,1.000000
13900,4,67,15,40,0.375000
13900,4,115,20,40,0.500000
13900,3,79,5,5,1.000000
13900,2,71,5,5,1.000000
13900,3,111,5,5,1.000000
13900,3,95,5,5,1.000000
13900,3,101,5,5,1.000000
13900,2,85,5,5,1.000000
13900,5,81,40,40,1.000000
13900,1,128,5,5,1.000000
13900,1,97,5,5,1.000000
13900,5,6,26,40,0.650000
13900,6,7,15,40,0.375000
13900,3,122,5,5,1.000000
13900,1,109,5,5,1.000000
13900,1,87,5,5,1.000000
13900,2,105,5,5,1.000000
13900,2,77,5,5,1.000000
13900,3,103,5,5,1.000000
13900,2,3,5,5,1.000000
13900,1,120,5,5,1.000000
13900,1,73,5,5,1.000000
13900,5,65,20,40,0.500000
13900,3,126,5,5,1.000000
13900,3,124,10,5,2.000000
13900,2,91,5,5,1.000000
13900,3,83,5,5,1.000000
13900,1,75,5,5,1.000000
14100,2,3,5,5,1.000000
14100,3,101,5,5,1.000000
14100,2,105,5,5,1.000000
14100,3,111,5,5,1.000000
14100,4,5,10,40,0.250000
14100,3,126,5,5,1.000000
14100,2,85,5,5,1.000000
14100,6,113,19,40,0.475000
14100,1,109,5,5,1.000000
14100,1,97,5,5,1.000000
14100,5,81,40,40,1.000000
14100,5,6,26,40,0.650000
14100,1,89,5,5,1.000000
14100,1,128,5,5,1.000000
14100,3,95,5,5,1.000000
14100,4,67,23,40,0.575000
14100,1,120,5,5,1.000000
14100,2,77,5,5,1.000000
14100,3,103,5,5,1.000000
14100,3,83,5,5,1.000000
14100,3,124,10,5,2.000000
14100,1,130,5,5,1.000000
14100,1,75,2,5,0.400000
14100,2,91,5,5,1.000000
14100,1,87,5,5,1.000000
14100,3,79,5,5,1.000000
14100,4,115,20,40,0.500000
14100,1,73,8,5,1.600000
14100,2,71,5,5,1.000000
14100,6,7,17,40,0.425000
14100,5,65,20,40,0.500000
14100,3,122,5,5,1.000000
14300,1,73,5,5,1.000000
14300,2,3,5,5,1.000000
14300,1,120,5,5,1.000000
14300,2,91,5,5,1.000000
14300,1,97,5,5,1.000000
14300,6,7,20,40,0.500000
14300,3,103,5,5,1.000000
14300,2,85,5,5,1.000000
14300,3,126,5,5,1.000000
14300,4,115,20,40,0.500000
14300,5,65,20,40,0.500000
14300,1,75,0,5,0.000000
14300,1,132,5,5,1.000000
14300,2,77,5,5,1.000000
14300,3,111,5,5,1.000000
14300,3,124,10,5,2.000000
14300,3,95,5,5,1.000000
14300,4,5,10,40,0.250000
14300,5,81,40,40,1.000000
14300,1,89,5,5,1.000000
14300,3,83,5,5,1.000000
14300,1,130,5,5,1.000000
14300,1,87,5,5,1.000000
14300,3,122,5,5,1.000000
14300,4,67,25,40,0.625000
14300,3,101,5,5,1.000000
14300,6,113,10,40,0.250000
14300,5,6,26,40,0.650000
14300,2,105,5,5,1.000000
14300,1,128,5,5,1.000000
14300,2,71,5,5,1.000000
14300,1,109,5,5,1.000000
14300,3,79,5,5,1.000000
14500,1,97,5,5,1.000000
14500,1,89,5,5,1.000000
14500,2,3,5,5,1.000000
14500,2,105,5,5,1.000000
14500,4,5,10,40,0.250000
14500,1,73,5,5,1.000000
14500,5,81,40,40,1.000000
14500,3,101,5,5,1.000000
14500,1,109,5,5,1.000000
14500,5,65,20,40,0.500000
14500,2,77,5,5,1.000000
14500,3,126,5,5,1.000000
14500,2,71,5,5,1.000000
14500,3,103,5,5,1.000000
14500,1,128,5,5,1.000000
14500,3,122,5,5,1.000000
14500,1,120,5,5,1.000000
14500,3,83,5,5,1.000000
14500,4,67,25,40,0.625000
14500,1,130,5,5,1.000000
14500,3,111,5,5,1.000000
14500,3,79,5,5,1.000000
14500,1,87,5,5,1.000000
14500,6,7,20,40,0.500000
14500,2,85,5,5,1.000000
14500,5,6,26,40,0.650000
14500,6,113,10,40,0.250000
14500,2,91,5,5,1.000000
14500,1,132,5,5,1.000000
14500,3,124,10,5,2.000000
14500,4,115,20,40,0.500000
14500,3,95,5,5,1.000000
14700,3,122,5,5,1.000000
14700,5,65,20,40,0.500000
14700,2,3,5,5,1.000000
14700,1,132,5,5,1.000000
14700,2,77,5,5,1.000000
14700,2,71,5,5,1.000000
14700,4,115,20,40,0.500000
14700,3,83,5,5,1.000000
14700,1,109,5,5,1.000000
14700,4,67,25,40,0.625000
14700,1,120,5,5,1.000000
14700,2,85,5,5,1.000000
14700,3,103,5,5,1.000000
14700,2,91,5,5,1.000000
14700,3,101,5,5,1.000000
14700,1,73,5,5,1.000000
14700,5,81,40,40,1.000000
14700,3,126,5,5,1.000000
14700,5,6,26,40,0.650000
14700,3,79,5,5,1.000000
14700,1,130,5,5,1.000000
14700,6,113,10,40,0.250000
14700,1,97,5,5,1.000000
14700,3,111,5,5,1.000000
14700,2,105,5,5,1.000000
14700,3,124,10,5,2.000000
14700,4,5,10,40,0.250000
14700,3,95,5,5,1.000000
14700,1,87,5,5,1.000000
14700,6,7,20,40,0.500000
14700,1,128,5,5,1.000000
14700,1,89,5,5,1.000000
14900,3,122,5,5,1.000000
14900,1,132,5,5,1.000000
14900,2,77,5,5,1.000000
14900,2,91,5,5,1.000000
14900,3,83,5,5,1.000000
14900,3,79,5,5,1.000000
14900,3,111,5,5,1.000000
14900,5,81,40,40,1.000000
14900,1,73,5,5,1.000000
14900,1,97,5,5,1.000000
14900,1,120,5,5,1.000000
14900,1,128,5,5,1.000000
14900,3,101,5,5,1.000000
14900,5,65,20,40,0.500000
14900,5,6,26,40,0.650000
14900,1,130,5,5,1.000000
14900,2,3,5,5,1.000000
14900,6,7,20,40,0.500000
14900,3,103,5,5,1.000000
14900,4,5,10,40,0.250000
14900,4,115,20,40,0.500000
14900,6,113,10,40,0.250000
14900,1,109,5,5,1.000000
14900,1,87,5,5,1.000000
14900,3,126,5,5,1.000000
14900,2,71,5,5,1.000000
14900,2,85,5,5,1.000000
14900,3,124,10,5,2.000000
14900,2,105,5,5,1.000000
14900,1,89,5,5,1.000000
14900,3,95,5,5,1.000000
14900,4,67,25,40,0.625000
15100,2,71,5,5,1.000000
15100,3,122,5,5,1.000000
15100,2,91,5,5,1.000000
15100,3,103,5,5,1.000000
15100,4,67,25,40,0.625000
15100,1,73,5,5,1.000000
15100,3,126,5,5,1.000000
15100,2,105,5,5,1.000000
15100,5,6,26,40,0.650000
15100,1,132,5,5,1.000000
15100,1,89,5,5,1.000000
15100,3,83,5,5,1.000000
15100,1,87,5,5,1.000000
15100,2,77,5,5,1.000000
15100,1,128,5,5,1.000000
15100,1,97,5,5,1.000000
15100,2,85,5,5,1.000000
15100,6,113,10,40,0.250000
15100,1,109,5,5,1.000000
15100,3,101,5,5,1.000000
15100,1,120,5,5,1.000000
15100,3,79,5,5,1.000000
15100,1,130,5,5,1.000000
15100,5,65,20,40,0.500000
15100,3,124,10,5,2.000000
15100,5,81,40,40,1.000000
15100,6,7,20,40,0.500000
15100,2,3,5,5,1.000000
15100,3,95,5,5,1.000000
15100,4,5,10,40,0.250000
15100,4,115,20,40,0.500000
15100,3,111,5,5,1.000000
15300,1,89,5,5,1.000000
15300,6,113,10,40,0.250000
15300,1,120,5,5,1.000000
15300,3,126,5,5,1.000000
15300,3,83,5,5,1.000000
15300,3,124,10,5,2.000000
15300,4,67,25,40,0.625000
15300,4,115,20,40,0.500000
15300,2,105,5,5,1.000000
15300,3,79,5,5,1.000000
15300,4,5,10,40,0.250000
15300,1,73,5,5,1.000000
15300,1,128,5,5,1.000000
15300,3,111,5,5,1.000000
15300,2,91,5,5,1.000000
15300,2,71,5,5,1.000000
15300,1,87,5,5,1.000000
15300,5,81,40,40,1.000000
15300,1,130,5,5,1.000000
15300,2,77,5,5,1.000000
15300,2,85,5,5,1.000000
15300,3,103,5,5,1.000000
15300,1,109,5,5,1.000000
15300,3,101,5,5,1.000000
15300,1,97,5,5,1.000000
15300,6,7,20,40,0.500000
15300,5,65,20,40,0.500000
15300,2,3,5,5,1.000000
15300,5,6,26,40,0.650000
15300,3,122,5,5,1.000000
15300,1,132,5,5,1.000000
15300,3,95,5,5,1.000000
15500,4,115,20,40,0.500000
15500,3,124,10,5,2.000000
15500,1,128,5,5,1.000000
15500,1,87,5,5,1.000000
15500,1,109,5,5,1.000000
15500,3,111,5,5,1.000000
15500,3,95,5,5,1.000000
15500,2,71,5,5,1.000000
15500,2,91,5,5,1.000000
15500,1,89,5,5,1.000000
15500,1,130,5,5,1.000000
15500,1,73,5,5,1.000000
15500,2,77,5,5,1.000000
15500,1,97,5,5,1.000000
15500,1,132,5,5,1.000000
15500,3,83,5,5,1.000000
15500,3,122,5,5,1.000000
15500,3,126,5,5,1.000000
15500,2,105,5,5,1.000000
15500,6,113,10,40,0.250000
15500,1,120,5,5,1.000000
15500,2,3,5,5,1.000000
15500,3,101,5,5,1.000000
15500,4,67,25,40,0.625000
15500,5,81,40,40,1.000000
15500,5,6,26,40,0.650000
15500,6,7,20,40,0.500000
15500,3,79,5,5,1.000000
15500,3,103,5,5,1.000000
15500,5,65,20,40,0.500000
15500,2,85,5,5,1.000000
15500,4,5,10,40,0.250000
15700,2,77,5,5,1.000000
15700,1,130,5,5,1.000000
15700,5,65,20,40,0.500000
15700,1,89,5,5,1.000000
15700,2,91,5,5,1.000000
15700,4,115,20,40,0.500000
15700,5,81,40,40,1.000000
15700,2,71,5,5,1.000000
15700,6,7,20,40,0.500000
15700,3,79,5,5,1.000000
15700,6,113,10,40,0.250000
15700,2,105,5,5,1.000000
15700,2,3,5,5,1.000000
15700,1,109,5,5,1.000000
15700,3,122,5,5,1.000000
15700,2,85,5,5,1.000000
15700,1,120,5,5,1.000000
15700,3,83,5,5,1.000000
15700,1,87,5,5,1.000000
15700,4,67,25,40,0.625000
15700,3,103,5,5,1.000000
15700,1,97,5,5,1.000000
15700,1,128,5,5,1.000000
15700,3,124,10,5,2.000000
15700,3,95,5,5,1.000000
15700,1,73,5,5,1.000000
15700,3,111,5,5,1.000000
15700,1,132,5,5,1.000000
15700,3,101,5,5,1.000000
15700,4,5,10,40,0.250000
15700,5,6,26,40,0.650000
15700,3,126,5,5,1.000000
15900,5,6,26,40,0.650000
15900,3,103,5,5,1.000000
15900,1,97,5,5,1.000000
15900,1,73,5,5,1.000000
15900,1,109,5,5,1.000000
15900,1,132,5,5,1.000000
15900,2,85,5,5,1.000000
15900,3,122,5,5,1.000000
15900,1,128,5,5,1.000000
15900,6,113,10,40,0.250000
15900,4,67,25,40,0.625000
15900,3,126,5,5,1.000000
15900,2,77,5,5,1.000000
15900,3,83,5,5,1.000000
15900,4,115,20,40,0.500000
15900,1,87,5,5,1.000000
15900,5,81,40,40,1.000000
15900,3,79,5,5,1.000000
15900,3,124,10,5,2.000000
15900,2,105,5,5,1.000000
15900,3,111,5,5,1.000000
15900,3,101,5,5,1.000000
15900,2,71,5,5,1.000000
15900,2,3,5,5,1.000000
15900,6,7,20,40,0.500000
15900,1,89,5,5,1.000000
15900,5,65,20,40,0.500000
15900,1,120,5,5,1.000000
15900,1,130,5,5,1.000000
15900,4,5,10,40,0.250000
15900,3,95,5,5,1.000000
15900,2,91,5,5,1.000000
16100,3,83,5,5,1.000000
16100,1,87,5,5,1.000000
16100,3,79,8,5,1.600000
16100,5,6,26,40,0.650000
16100,2,85,5,5,1.000000
16100,6,113,10,40,0.250000
16100,4,67,25,40,0.625000
16100,1,132,5,5,1.000000
16100,4,5,10,40,0.250000
16100,2,105,5,5,1.000000
16100,3,101,5,5,1.000000
16100,1,73,5,5,1.000000
16100,3,95,5,5,1.000000
16100,1,89,5,5,1.000000
16100,5,65,20,40,0.500000
16100,1,128,5,5,1.000000
16100,3,103,5,5,1.000000
16100,3,122,2,5,0.400000
16100,4,115,20,40,0.500000
16100,2,71,8,5,1.600000
16100,3,126,5,5,1.000000
16100,6,7,21,40,0.525000
16100,2,91,5,5,1.000000
16100,1,109,5,5,1.000000
16100,1,130,5,5,1.000000
16100,3,111,5,5,1.000000
16100,1,97,5,5,1.000000
16100,3,124,10,5,2.000000
16100,2,77,2,5,0.400000
16100,2,3,5,5,1.000000
16100,5,81,53,40,1.325000
16100,1,120,5,5,1.000000
16300,1,89,5,5,1.000000
16300,3,124,10,5,2.000000
16300,1,73,5,5,1.000000
16300,2,91,5,5,1.000000
16300,3,134,10,5,2.000000
16300,2,77,0,5,0.000000
16300,5,81,50,40,1.250000
16300,1,109,5,5,1.000000
16300,3,122,0,5,0.000000
16300,3,103,5,5,1.000000
16300,4,67,25,40,0.625000
16300,2,3,5,5,1.000000
16300,1,128,5,5,1.000000
16300,3,126,5,5,1.000000
16300,5,6,25,40,0.625000
16300,1,132,5,5,1.000000
16300,4,115,20,40,0.500000
16300,2,85,5,5,1.000000
16300,1,87,5,5,1.000000
16300,5,65,20,40,0.500000
16300,6,7,21,40,0.525000
16300,2,136,10,5,2.000000
16300,3,101,5,5,1.000000
16300,4,5,10,40,0.250000
16300,3,111,5,5,1.000000
16300,3,95,5,5,1.000000
16300,1,97,5,5,1.000000
16300,2,105,5,5,1.000000
16300,6,113,10,40,0.250000
16300,1,130,5,5,1.000000
16300,1,120,5,5,1.000000
16300,3,83,5,5,1.000000
16500,1,87,5,5,1.000000
16500,3,126,5,5,1.000000
16500,6,113,10,40,0.250000
16500,2,85,5,5,1.000000
16500,5,81,50,40,1.250000
16500,1,89,5,5,1.000000
16500,1,130,5,5,1.000000
16500,3,83,5,5,1.000000
16500,2,105,5,5,1.000000
16500,3,103,5,5,1.000000
16500,4,67,25,40,0.625000
16500,1,109,5,5,1.000000
16500,2,3,5,5,1.000000
16500,4,115,20,40,0.500000
16500,3,140,10,5,2.000000
16500,4,5,10,40,0.250000
16500,5,6,25,40,0.625000
16500,1,132,5,5,1.000000
16500,2,91,5,5,1.000000
16500,5,65,20,40,0.500000
16500,3,124,10,5,2.000000
16500,2,138,5,5,1.000000
16500,3,101,5,5,1.000000
16500,1,73,5,5,1.000000
16500,3,95,5,5,1.000000
16500,1,97,5,5,1.000000
16500,6,7,21,40,0.525000
16500,1,120,5,5,1.000000
16500,3,111,5,5,1.000000
16500,2,136,5,5,1.000000
16500,1,128,5,5,1.000000
16700,3,103,5,5,1.000000
16700,3,83,5,5,1.000000
16700,1,109,5,5,1.000000
16700,3,111,5,5,1.000000
16700,4,115,20,40,0.500000
16700,1,130,5,5,1.000000
16700,1,97,5,5,1.000000
16700,2,136,5,5,1.000000
16700,4,67,25,40,0.625000
16700,1,73,5,5,1.000000
16700,1,128,5,5,1.000000
16700,1,132,5,5,1.000000
16700,1,120,5,5,1.000000
16700,6,113,10,40,0.250000
16700,3,124,10,5,2.000000
16700,2,138,5,5,1.000000
16700,5,65,20,40,0.500000
16700,3,126,5,5,1.000000
16700,2,105,5,5,1.000000
16700,1,89,5,5,1.000000
16700,3,95,5,5,1.000000
16700,6,7,21,40,0.525000
16700,3,101,5,5,1.000000
16700,5,81,50,40,1.250000
16700,4,5,10,40,0.250000
16700,2,85,5,5,1.000000
16700,3,140,10,5,2.000000
16700,5,6,25,40,0.625000
16700,2,3,5,5,1.000000
16700,1,87,5,5,1.000000
16700,2,91,5,5,1.000000
16900,6,7,21,40,0.525000
16900,3,140,10,5,2.000000
16900,5,65,20,40,0.500000
16900,2,138,5,5,1.000000
16900,1,132,5,5,1.000000
16900,1,89,5,5,1.000000
16900,4,67,25,40,0.625000
16900,2,91,5,5,1.000000
16900,4,5,10,40,0.250000
16900,1,128,5,5,1.000000
16900,2,3,5,5,1.000000
16900,3,111,5,5,1.000000
16900,3,95,5,5,1.000000
16900,2,85,5,5,1.000000
16900,3,101,5,5,1.000000
16900,5,6,25,40,0.625000
16900,1,73,5,5,1.000000
16900,4,115,20,40,0.500000
16900,1,97,5,5,1.000000
16900,3,83,5,5,1.000000
16900,3,126,5,5,1.000000
16900,2,136,5,5,1.000000
16900,1,120,5,5,1.000000
16900,5,81,50,40,1.250000
16900,3,103,5,5,1.000000
16900,1,87,5,5,1.000000
16900,2,105,5,5,1.000000
16900,3,124,10,5,2.000000
16900,6,113,10,40,0.250000
16900,1,130,5,5,1.000000
16900,1,109,5,5,1.000000
17100,6,113,10,40,0.250000
17100,1,89,5,5,1.000000
17100,3,126,5,5,1.000000
17100,3,101,5,5,1.000000
17100,4,67,25,40,0.625000
17100,1,128,5,5,1.000000
17100,3,103,5,5,1.000000
17100,1,109,5,5,1.000000
17100,3,83,5,5,1.000000
17100,5,6,25,40,0.625000
17100,4,5,10,40,0.250000
17100,2,3,5,5,1.000000
17100,5,81,50,40,1.250000
17100,6,7,21,40,0.525000
17100,1,73,5,5,1.000000
17100,4,115,20,40,0.500000
17100,3,111,5,5,1.000000
17100,1,120,5,5,1.000000
17100,2,138,5,5,1.000000
17100,1,130,5,5,1.000000
17100,3,95,5,5,1.000000
17100,5,65,20,40,0.500000
17100,2,85,5,5,1.000000
17100,2,91,5,5,1.000000
17100,2,136,5,5,1.000000
17100,2,105,5,5,1.000000
17100,1,97,5,5,1.000000
17100,1,87,5,5,1.000000
17100,3,140,10,5,2.000000
17100,3,124,10,5,2.000000
17100,1,132,5,5,1.000000
17300,5,81,50,40,1.250000
17300,1,130,5,5,1.000000
17300,1,120,5,5,1.000000
17300,5,6,25,40,0.625000
17300,3,101,5,5,1.000000
17300,3,126,5,5,1.000000
17300,6,113,10,40,0.250000
17300,3,103,5,5,1.000000
17300,1,87,5,5,1.000000
17300,1,128,5,5,1.000000
17300,3,111,5,5,1.000000
17300,3,140,10,5,2.000000
17300,4,5,10,40,0.250000
17300,2,138,5,5,1.000000
17300,4,67,25,40,0.625000
17300,2,136,5,5,1.000000
17300,4,115,20,40,0.500000
17300,1,109,5,5,1.000000
17300,1,73,5,5,1.000000
17300,1,132,5,5,1.000000
17300,6,7,21,40,0.525000
17300,3,83,5,5,1.000000
17300,3,95,5,5,1.000000
17300,2,85,5,5,1.000000
17300,2,91,5,5,1.000000
17300,3,124,10,5,2.000000
17300,1,97,5,5,1.000000
17300,2,3,5,5,1.000000
17300,2,105,5,5,1.000000
17300,5,65,20,40,0.500000
17300,1,89,5,5,1.000000
17500,1,130,5,5,1.000000
17500,2,3,5,5,1.000000
17500,3,126,5,5,1.000000
17500,6,7,21,40,0.525000
17500,3,95,5,5,1.000000
17500,1,128,5,5,1.000000
17500,2,105,5,5,1.000000
17500,2,85,5,5,1.000000
17500,3,140,10,5,2.000000
17500,1,87,5,5,1.000000
17500,6,113,10,40,0.250000
17500,1,109,5,5,1.000000
17500,1,73,5,5,1.000000
17500,2,136,5,5,1.000000
17500,5,65,20,40,0.500000
17500,4,115,20,40,0.500000
17500,1,132,5,5,1.000000
17500,1,120,5,5,1.000000
17500,3,83,5,5,1.000000
17500,1,89,5,5,1.000000
17500,1,97,5,5,1.000000
17500,3,111,5,5,1.000000
17500,5,81,50,40,1.250000
17500,2,91,5,5,1.000000
17500,3,101,5,5,1.000000
17500,3,124,10,5,2.000000
17500,2,138,5,5,1.000000
17500,4,67,25,40,0.625000
17500,3,103,5,5,1.000000
17500,5,6,25,40,0.625000
17500,4,5,10,40,0.250000
17700,1,97,5,5,1.000000
17700,3,111,5,5,1.000000
17700,1,89,5,5,1.000000
17700,5,6,25,40,0.625000
17700,3,103,5,5,1.000000
17700,4,67,25,40,0.625000
17700,1,120,5,5,1.000000
17700,1,128,5,5,1.000000
17700,4,115,20,40,0.500000
17700,3,95,5,5,1.000000
17700,6,7,21,40,0.525000
17700,2,91,5,5,1.000000
17700,2,3,5,5,1.000000
17700,5,81,50,40,1.250000
17700,2,85,5,5,1.000000
17700,1,87,5,5,1.000000
17700,3,126,5,5,1.000000
17700,3,140,10,5,2.000000
17700,2,138,5,5,1.000000
17700,4,5,10,40,0.250000
17700,1,132,5,5,1.000000
17700,6,113,10,40,0.250000
17700,3,83,5,5,1.000000
17700,1,73,5,5,1.000000
17700,3,101,5,5,1.000000
17700,3,124,10,5,2.000000
17700,1,109,5,5,1.000000
17700,2,105,5,5,1.000000
17700,2,136,5,5,1.000000
17700,5,65,20,40,0.500000
17700,1,130,5,5,1.000000
17900,1,128,5,5,1.000000
17900,6,113,10,40,0.250000
17900,1,130,5,5,1.000000
17900,1,87,5,5,1.000000
17900,3,140,10,5,2.000000
17900,4,115,20,40,0.500000
17900,3,83,5,5,1.000000
17900,3,95,5,5,1.000000
17900,5,81,50,40,1.250000
17900,2,91,5,5,1.000000
17900,4,5,10,40,0.250000
17900,6,7,21,40,0.525000
17900,1,120,5,5,1.000000
17900,2,136,5,5,1.000000
17900,1,132,5,5,1.000000
17900,5,6,25,40,0.625000
17900,2,105,5,5,1.000000
17900,3,111,5,5,1.000000
17900,3,126,5,5,1.000000
17900,1,109,5,5,1.000000
17900,1,73,5,5,1.000000
17900,3,101,5,5,1.000000
17900,3,124,10,5,2.000000
17900,2,85,5,5,1.000000
17900,2,138,5,5,1.000000
17900,5,65,20,40,0.500000
17900,3,103,5,5,1.000000
17900,4,67,25,40,0.625000
17900,2,3,5,5,1.000000
17900,1,97,5,5,1.000000
17900,1,89,5,5,1.000000
18100,4,5,10,40,0.250000
18100,1,89,5,5,1.000000
18100,5,65,20,40,0.500000
18100,1,128,5,5,1.000000
18100,3,126,5,5,1.000000
18100,3,103,5,5,1.000000
18100,2,105,5,5,1.000000
18100,5,6,25,40,0.625000
18100,1,120,5,5,1.000000
18100,1,73,5,5,1.000000
18100,1,130,5,5,1.000000
18100,2,138,5,5,1.000000
18100,4,67,25,40,0.625000
18100,3,140,10,5,2.000000
18100,6,113,10,40,0.250000
18100,1,87,5,5,1.000000
18100,4,115,20,40,0.500000
18100,3,101,5,5,1.000000
18100,3,95,5,5,1.000000
18100,1,109,5,5,1.000000
18100,3,124,10,5,2.000000
18100,1,97,5,5,1.000000
18100,6,7,20,40,0.500000
18100,5,81,50,40,1.250000
18100,2,91,5,5,1.000000
18100,2,3,5,5,1.000000
18100,2,136,5,5,1.000000
18100,3,83,5,5,1.000000
18100,2,85,5,5,1.000000
18100,1,132,5,5,1.000000
18100,3,111,5,5,1.000000
18300,1,130,5,5,1.000000
18300,4,67,25,40,0.625000
18300,5,65,20,40,0.500000
18300,3,101,5,5,1.000000
18300,5,81,50,40,1.250000
18300,1,89,5,5,1.000000
18300,1,128,5,5,1.000000
18300,2,136,5,5,1.000000
18300,1,73,5,5,1.000000
18300,1,87,5,5,1.000000
18300,6,7,20,40,0.500000
18300,1,120,5,5,1.000000
18300,3,103,5,5,1.000000
18300,2,85,5,5,1.000000
18300,6,113,10,40,0.250000
18300,3,124,10,5,2.000000
18300,4,5,10,40,0.250000
18300,3,140,10,5,2.000000
18300,2,91,5,5,1.000000
18300,3,95,5,5,1.000000
18300,3,83,5,5,1.000000
18300,2,3,5,5,1.000000
18300,1,132,5,5,1.000000
18300,2,105,5,5,1.000000
18300,2,138,5,5,1.000000
18300,1,109,5,5,1.000000
18300,1,97,5,5,1.000000
18300,5,6,26,40,0.650000
18300,4,115,20,40,0.500000
18300,3,111,5,5,1.000000
18300,3,126,5,5,1.000000
18500,3,111,5,5,1.000000
18500,1,109,5,5,1.000000
18500,1,73,5,5,1.000000
18500,4,67,25,40,0.625000
18500,5,65,20,40,0.500000
18500,1,89,5,5,1.000000
18500,1,132,5,5,1.000000
18500,4,115,20,40,0.500000
18500,5,81,50,40,1.250000
18500,1,97,5,5,1.000000
18500,1,120,5,5,1.000000
18500,5,6,26,40,0.650000
18500,3,101,5,5,1.000000
18500,1,87,5,5,1.000000
18500,1,130,5,5,1.000000
18500,2,105,5,5,1.000000
18500,6,113,10,40,0.250000
18500,3,83,5,5,1.000000
18500,3,124,10,5,2.000000
18500,2,138,5,5,1.000000
18500,3,126,5,5,1.000000
18500,3,140,10,5,2.000000
18500,4,5,10,40,0.250000
18500,1,128,5,5,1.000000
18500,2,3,5,5,1.000000
18500,2,136,5,5,1.000000
18500,2,85,5,5,1.000000
18500,6,7,20,40,0.500000
18500,2,91,5,5,1.000000
18500,3,103,5,5,1.000000
18500,3,95,5,5,1.000000
18700,1,130,5,5,1.000000
18700,2,105,5,5,1.000000
18700,1,109,5,5,1.000000
18700,1,87,5,5,1.000000
18700,5,81,50,40,1.250000
18700,3,83,5,5,1.000000
18700,5,65,20,40,0.500000
18700,3,101,5,5,1.000000
18700,6,113,10,40,0.250000
18700,1,120,5,5,1.000000
18700,4,115,20,40,0.500000
18700,2,91,5,5,1.000000
18700,2,85,5,5,1.000000
18700,5,6,26,40,0.650000
18700,3,111,5,5,1.000000
18700,2,138,5,5,1.000000
18700,3,103,5,5,1.000000
18700,1,128,5,5,1.000000
18700,2,3,5,5,1.000000
18700,3,126,5,5,1.000000
18700,6,7,20,40,0.500000
18700,1,132,5,5,1.000000
18700,3,124,10,5,2.000000
18700,2,136,5,5,1.000000
18700,1,97,5,5,1.000000
18700,3,95,5,5,1.000000
18700,4,5,10,40,0.250000
18700,1,89,5,5,1.000000
18700,3,140,10,5,2.000000
18700,1,73,5,5,1.000000
18700,4,67,25,40,0.625000
18900,1,89,5,5,1.000000
18900,3,111,5,5,1.000000
18900,1,97,5,5,1.000000
18900,2,136,5,5,1.000000
18900,4,115,20,40,0.500000
18900,6,113,10,40,0.250000
18900,1,87,5,5,1.000000
18900,3,101,5,5,1.000000
18900,5,65,20,40,0.500000
18900,2,91,5,5,1.000000
18900,1,120,5,5,1.000000
18900,2,85,5,5,1.000000
18900,5,81,50,40,1.250000
18900,3,140,10,5,2.000000
18900,3,83,5,5,1.000000
18900,3,95,5,5,1.000000
18900,1,73,5,5,1.000000
18900,1,132,5,5,1.000000
18900,1,109,5,5,1.000000
18900,4,67,25,40,0.625000
18900,3,103,5,5,1.000000
18900,2,105,5,5,1.000000
18900,3,126,5,5,1.000000
18900,3,124,10,5,2.000000
18900,4,5,10,40,0.250000
18900,2,3,5,5,1.000000
18900,5,6,26,40,0.650000
18900,1,130,5,5,1.000000
18900,1,128,5,5,1.000000
18900,2,138,5,5,1.000000
18900,6,7,20,40,0.500000
19100,2,85,5,5,1.000000
19100,3,95,5,5,1.000000
19100,1,73,5,5,1.000000
19100,1,120,5,5,1.000000
19100,1,87,5,5,1.000000
19100,3,101,5,5,1.000000
19100,5,6,26,40,0.650000
19100,3,111,5,5,1.000000
19100,3,124,10,5,2.000000
19100,4,115,20,40,0.500000
19100,2,3,5,5,1.000000
19100,1,132,5,5,1.000000
19100,3,126,5,5,1.000000
19100,3,140,10,5,2.000000
19100,2,138,5,5,1.000000
19100,5,81,50,40,1.250000
19100,6,7,20,40,0.500000
19100,2,105,5,5,1.000000
19100,1,128,5,5,1.000000
19100,3,83,5,5,1.000000
19100,3,103,5,5,1.000000
19100,1,109,5,5,1.000000
19100,4,5,10,40,0.250000
19100,1,130,5,5,1.000000
19100,1,89,5,5,1.000000
19100,2,91,5,5,1.000000
19100,4,67,25,40,0.625000
19100,5,65,20,40,0.500000
19100,2,136,5,5,1.000000
19100,6,113,10,40,0.250000
19100,1,97,5,5,1.000000
