time,app,des,tr,ltr,suc
1300,4,107,5,40,0.125000
1500,4,111,5,40,0.125000
1500,4,97,5,40,0.125000
1500,5,73,40,40,1.000000
1500,5,109,5,40,0.125000
1500,2,3,30,5,6.000000
1500,4,101,5,40,0.125000
1500,6,103,5,40,0.125000
1500,4,71,5,40,0.125000
1500,5,99,10,40,0.250000
1500,1,2,46,5,9.200000
1500,4,107,5,40,0.125000
1500,6,75,25,40,0.625000
1500,6,87,5,40,0.125000
1500,3,4,60,5,12.000000
1500,4,83,10,40,0.250000
1500,5,91,10,40,0.250000
1500,4,105,5,40,0.125000
1500,5,85,20,40,0.500000
1500,4,89,5,40,0.125000
1700,5,85,20,40,0.500000
1700,4,101,5,40,0.125000
1700,5,109,5,40,0.125000
1700,4,105,5,40,0.125000
1700,6,103,5,40,0.125000
1700,4,71,5,40,0.125000
1700,2,3,30,5,6.000000
1700,4,89,5,40,0.125000
1700,4,97,5,40,0.125000
1700,5,99,10,40,0.250000
1700,1,2,46,5,9.200000
1700,4,83,10,40,0.250000
1700,5,73,40,40,1.000000
1700,6,75,25,40,0.625000
1700,6,87,5,40,0.125000
1700,5,91,10,40,0.250000
1700,4,111,5,40,0.125000
1700,3,4,60,5,12.000000
1700,4,107,5,40,0.125000
1900,2,3,30,5,6.000000
1900,4,111,5,40,0.125000
1900,6,87,5,40,0.125000
1900,5,73,40,40,1.000000
1900,5,91,10,40,0.250000
1900,5,85,20,40,0.500000
1900,1,2,46,5,9.200000
1900,4,71,5,40,0.125000
1900,4,107,5,40,0.125000
1900,4,83,10,40,0.250000
1900,4,101,5,40,0.125000
1900,5,99,10,40,0.250000
1900,5,109,5,40,0.125000
1900,6,103,5,40,0.125000
1900,4,89,5,40,0.125000
1900,4,105,5,40,0.125000
1900,4,97,5,40,0.125000
1900,6,75,25,40,0.625000
1900,3,4,60,5,12.000000
2100,4,107,5,40,0.125000
2100,6,87,4,40,0.100000
2100,6,75,25,40,0.625000
2100,6,103,7,40,0.175000
2100,4,71,5,40,0.125000
2100,3,4,60,5,12.000000
2100,4,101,5,40,0.125000
2100,4,97,5,40,0.125000
2100,5,73,40,40,1.000000
2100,5,109,5,40,0.125000
2100,4,89,5,40,0.125000
2100,1,2,45,5,9.000000
2100,5,99,10,40,0.250000
2100,4,105,5,40,0.125000
2100,4,111,5,40,0.125000
2100,5,91,18,40,0.450000
2100,4,83,10,40,0.250000
2100,5,85,20,40,0.500000
2100,2,3,29,5,5.800000
2300,6,116,5,40,0.125000
2300,6,103,5,40,0.125000
2300,5,85,20,40,0.500000
2300,4,83,10,40,0.250000
2300,4,89,5,40,0.125000
2300,4,107,5,40,0.125000
2300,2,3,30,5,6.000000
2300,4,71,5,40,0.125000
2300,5,99,10,40,0.250000
2300,6,75,25,40,0.625000
2300,4,111,5,40,0.125000
2300,6,87,0,40,0.000000
2300,3,4,60,5,12.000000
2300,1,2,46,5,9.200000
2300,5,109,5,40,0.125000
2300,4,101,5,40,0.125000
2300,5,73,40,40,1.000000
2300,4,97,5,40,0.125000
2300,5,91,20,40,0.500000
2300,6,114,5,40,0.125000
2300,4,105,5,40,0.125000
2500,4,83,10,40,0.250000
2500,5,91,20,40,0.500000
2500,4,107,5,40,0.125000
2500,4,111,5,40,0.125000
2500,4,105,5,40,0.125000
2500,4,101,5,40,0.125000
2500,3,4,60,5,12.000000
2500,5,109,5,40,0.125000
2500,6,75,25,40,0.625000
2500,5,85,20,40,0.500000
2500,1,2,46,5,9.200000
2500,6,103,5,40,0.125000
2500,4,89,5,40,0.125000
2500,5,73,40,40,1.000000
2500,5,99,10,40,0.250000
2500,4,97,5,40,0.125000
2500,4,71,5,40,0.125000
2500,6,120,5,40,0.125000
2500,6,118,5,40,0.125000
2500,2,3,30,5,6.000000
2700,4,101,5,40,0.125000
2700,4,89,5,40,0.125000
2700,6,75,25,40,0.625000
2700,2,3,31,5,6.200000
2700,1,2,47,5,9.400000
2700,5,91,20,40,0.500000
2700,6,103,5,40,0.125000
2700,3,4,60,5,12.000000
2700,5,99,10,40,0.250000
2700,4,71,5,40,0.125000
2700,5,73,40,40,1.000000
2700,4,105,5,40,0.125000
2700,6,122,5,40,0.125000
2700,5,85,20,40,0.500000
2700,4,107,5,40,0.125000
2700,4,97,5,40,0.125000
2700,6,124,5,40,0.125000
2700,4,111,5,40,0.125000
2700,4,83,10,40,0.250000
2700,5,109,5,40,0.125000
2900,4,97,5,40,0.125000
2900,4,107,5,40,0.125000
2900,3,4,60,5,12.000000
2900,4,105,5,40,0.125000
2900,1,2,46,5,9.200000
2900,4,111,5,40,0.125000
2900,5,99,10,40,0.250000
2900,4,71,5,40,0.125000
2900,6,103,5,40,0.125000
2900,6,75,25,40,0.625000
2900,4,89,5,40,0.125000
2900,4,83,10,40,0.250000
2900,6,128,5,40,0.125000
2900,5,109,5,40,0.125000
2900,5,73,40,40,1.000000
2900,5,91,20,40,0.500000
2900,5,85,20,40,0.500000
2900,2,3,30,5,6.000000
2900,6,126,5,40,0.125000
2900,4,101,5,40,0.125000
3100,6,103,5,40,0.125000
3100,5,91,20,40,0.500000
3100,6,126,5,40,0.125000
3100,4,105,5,40,0.125000
3100,4,101,5,40,0.125000
3100,3,4,60,5,12.000000
3100,5,85,20,40,0.500000
3100,6,128,5,40,0.125000
3100,5,99,10,40,0.250000
3100,5,73,40,40,1.000000
3100,2,3,30,5,6.000000
3100,4,71,5,40,0.125000
3100,4,107,5,40,0.125000
3100,4,89,5,40,0.125000
3100,4,97,5,40,0.125000
3100,5,109,5,40,0.125000
3100,4,83,10,40,0.250000
3100,6,75,25,40,0.625000
3100,1,2,46,5,9.200000
3100,4,111,5,40,0.125000
3300,4,101,5,40,0.125000
3300,4,105,5,40,0.125000
3300,5,85,20,40,0.500000
3300,4,111,5,40,0.125000
3300,5,99,10,40,0.250000
3300,6,128,5,40,0.125000
3300,6,75,25,40,0.625000
3300,1,2,46,5,9.200000
3300,4,89,5,40,0.125000
3300,6,103,5,40,0.125000
3300,4,71,5,40,0.125000
3300,2,3,30,5,6.000000
3300,4,107,5,40,0.125000
3300,5,73,40,40,1.000000
3300,4,97,5,40,0.125000
3300,5,91,20,40,0.500000
3300,6,126,5,40,0.125000
3300,3,4,60,5,12.000000
3300,5,109,5,40,0.125000
3300,4,83,10,40,0.250000
3500,3,4,60,5,12.000000
3500,1,2,46,5,9.200000
3500,6,128,5,40,0.125000
3500,4,107,5,40,0.125000
3500,2,3,30,5,6.000000
3500,4,83,10,40,0.250000
3500,4,89,5,40,0.125000
3500,6,126,5,40,0.125000
3500,5,109,5,40,0.125000
3500,5,91,20,40,0.500000
3500,6,75,25,40,0.625000
3500,5,85,20,40,0.500000
3500,6,103,5,40,0.125000
3500,4,101,5,40,0.125000
3500,5,73,40,40,1.000000
3500,4,111,5,40,0.125000
3500,4,97,5,40,0.125000
3500,5,99,10,40,0.250000
3500,4,105,5,40,0.125000
3500,4,71,5,40,0.125000
3700,5,99,10,40,0.250000
3700,4,97,5,40,0.125000
3700,4,101,5,40,0.125000
3700,6,103,5,40,0.125000
3700,6,75,25,40,0.625000
3700,5,85,20,40,0.500000
3700,4,107,5,40,0.125000
3700,4,83,10,40,0.250000
3700,2,3,30,5,6.000000
3700,6,128,5,40,0.125000
3700,4,71,5,40,0.125000
3700,4,105,5,40,0.125000
3700,3,4,60,5,12.000000
3700,5,91,20,40,0.500000
3700,5,73,40,40,1.000000
3700,4,89,5,40,0.125000
3700,4,111,5,40,0.125000
3700,6,126,5,40,0.125000
3700,1,2,46,5,9.200000
3700,5,109,5,40,0.125000
3900,4,89,5,40,0.125000
3900,4,101,5,40,0.125000
3900,5,85,20,40,0.500000
3900,4,83,10,40,0.250000
3900,4,111,5,40,0.125000
3900,6,75,25,40,0.625000
3900,5,91,20,40,0.500000
3900,5,99,10,40,0.250000
3900,5,73,40,40,1.000000
3900,1,2,46,5,9.200000
3900,3,4,60,5,12.000000
3900,6,103,5,40,0.125000
3900,6,128,5,40,0.125000
3900,4,97,5,40,0.125000
3900,5,109,5,40,0.125000
3900,6,126,5,40,0.125000
3900,4,71,5,40,0.125000
3900,2,3,30,5,6.000000
3900,4,107,5,40,0.125000
3900,4,105,5,40,0.125000
4100,5,99,10,40,0.250000
4100,3,4,60,5,12.000000
4100,5,91,20,40,0.500000
4100,4,71,5,40,0.125000
4100,6,126,5,40,0.125000
4100,4,97,5,40,0.125000
4100,1,2,46,5,9.200000
4100,5,73,40,40,1.000000
4100,6,103,8,40,0.200000
4100,2,3,30,5,6.000000
4100,4,101,5,40,0.125000
4100,4,83,10,40,0.250000
4100,4,111,5,40,0.125000
4100,4,89,5,40,0.125000
4100,4,105,5,40,0.125000
4100,6,75,25,40,0.625000
4100,5,109,5,40,0.125000
4100,6,128,2,40,0.050000
4100,4,107,5,40,0.125000
4100,5,85,20,40,0.500000
4300,5,91,20,40,0.500000
4300,1,2,46,5,9.200000
4300,6,103,5,40,0.125000
4300,4,83,10,40,0.250000
4300,4,105,5,40,0.125000
4300,3,4,60,5,12.000000
4300,6,128,0,40,0.000000
4300,6,75,25,40,0.625000
4300,6,130,5,40,0.125000
4300,4,101,5,40,0.125000
4300,2,3,30,5,6.000000
4300,4,89,5,40,0.125000
4300,5,109,5,40,0.125000
4300,4,107,5,40,0.125000
4300,5,99,10,40,0.250000
4300,4,97,5,40,0.125000
4300,5,85,20,40,0.500000
4300,6,126,5,40,0.125000
4300,5,73,40,40,1.000000
4300,4,111,5,40,0.125000
4300,4,71,5,40,0.125000
4500,4,71,5,40,0.125000
4500,4,97,5,40,0.125000
4500,6,126,5,40,0.125000
4500,5,73,40,40,1.000000
4500,2,3,30,5,6.000000
4500,3,4,60,5,12.000000
4500,5,91,20,40,0.500000
4500,4,83,10,40,0.250000
4500,5,109,5,40,0.125000
4500,4,111,5,40,0.125000
4500,6,103,5,40,0.125000
4500,4,107,5,40,0.125000
4500,4,89,5,40,0.125000
4500,4,105,5,40,0.125000
4500,5,99,10,40,0.250000
4500,6,75,25,40,0.625000
4500,1,2,46,5,9.200000
4500,4,101,5,40,0.125000
4500,6,132,5,40,0.125000
4500,5,85,20,40,0.500000
4700,5,99,10,40,0.250000
4700,5,91,20,40,0.500000
4700,4,105,5,40,0.125000
4700,6,132,5,40,0.125000
4700,4,71,5,40,0.125000
4700,4,101,5,40,0.125000
4700,5,85,20,40,0.500000
4700,2,3,30,5,6.000000
4700,6,126,5,40,0.125000
4700,1,2,46,5,9.200000
4700,4,111,5,40,0.125000
4700,4,97,5,40,0.125000
4700,4,89,5,40,0.125000
4700,6,103,5,40,0.125000
4700,5,109,5,40,0.125000
4700,3,4,60,5,12.000000
4700,4,107,5,40,0.125000
4700,4,83,10,40,0.250000
4700,5,73,40,40,1.000000
4700,6,75,25,40,0.625000
4900,1,2,46,5,9.200000
4900,5,85,20,40,0.500000
4900,4,111,5,40,0.125000
4900,3,4,60,5,12.000000
4900,5,99,10,40,0.250000
4900,4,97,5,40,0.125000
4900,4,105,5,40,0.125000
4900,5,91,20,40,0.500000
4900,4,83,10,40,0.250000
4900,4,71,5,40,0.125000
4900,5,73,40,40,1.000000
4900,5,109,5,40,0.125000
4900,6,126,5,40,0.125000
4900,4,107,5,40,0.125000
4900,6,75,25,40,0.625000
4900,4,89,5,40,0.125000
4900,4,101,5,40,0.125000
4900,6,132,5,40,0.125000
4900,2,3,30,5,6.000000
4900,6,103,5,40,0.125000
5100,6,75,25,40,0.625000
5100,4,97,5,40,0.125000
5100,4,71,5,40,0.125000
5100,4,89,5,40,0.125000
5100,5,73,40,40,1.000000
5100,5,85,20,40,0.500000
5100,6,132,5,40,0.125000
5100,4,107,5,40,0.125000
5100,5,109,5,40,0.125000
5100,6,103,5,40,0.125000
5100,2,3,30,5,6.000000
5100,5,91,20,40,0.500000
5100,4,105,5,40,0.125000
5100,3,4,60,5,12.000000
5100,4,83,10,40,0.250000
5100,5,99,10,40,0.250000
5100,6,126,5,40,0.125000
5100,4,101,5,40,0.125000
5100,1,2,46,5,9.200000
5100,4,111,5,40,0.125000
5300,4,101,5,40,0.125000
5300,3,4,60,5,12.000000
5300,5,109,5,40,0.125000
5300,6,75,25,40,0.625000
5300,4,105,5,40,0.125000
5300,5,85,20,40,0.500000
5300,5,99,10,40,0.250000
5300,2,3,30,5,6.000000
5300,5,73,40,40,1.000000
5300,4,111,5,40,0.125000
5300,4,89,5,40,0.125000
5300,4,83,10,40,0.250000
5300,4,107,5,40,0.125000
5300,6,126,5,40,0.125000
5300,1,2,46,5,9.200000
5300,4,71,5,40,0.125000
5300,5,91,20,40,0.500000
5300,6,103,5,40,0.125000
5300,4,97,5,40,0.125000
5300,6,132,5,40,0.125000
5500,5,85,20,40,0.500000
5500,2,3,30,5,6.000000
5500,1,2,46,5,9.200000
5500,6,132,5,40,0.125000
5500,6,75,25,40,0.625000
5500,3,4,60,5,12.000000
5500,6,103,5,40,0.125000
5500,5,99,10,40,0.250000
5500,4,89,5,40,0.125000
5500,4,107,5,40,0.125000
5500,5,91,20,40,0.500000
5500,5,109,5,40,0.125000
5500,4,83,10,40,0.250000
5500,5,73,40,40,1.000000
5500,4,71,5,40,0.125000
5500,4,105,5,40,0.125000
5500,4,97,5,40,0.125000
5500,4,101,5,40,0.125000
5500,6,126,5,40,0.125000
5500,4,111,5,40,0.125000
5700,4,105,5,40,0.125000
5700,4,83,10,40,0.250000
5700,6,75,25,40,0.625000
5700,6,103,5,40,0.125000
5700,3,4,60,5,12.000000
5700,4,89,5,40,0.125000
5700,6,132,5,40,0.125000
5700,4,71,5,40,0.125000
5700,4,111,5,40,0.125000
5700,5,73,40,40,1.000000
5700,5,99,10,40,0.250000
5700,5,91,20,40,0.500000
5700,5,85,20,40,0.500000
5700,5,109,5,40,0.125000
5700,4,107,5,40,0.125000
5700,1,2,46,5,9.200000
5700,4,97,5,40,0.125000
5700,6,126,5,40,0.125000
5700,2,3,30,5,6.000000
5700,4,101,5,40,0.125000
5900,3,4,60,5,12.000000
5900,2,3,30,5,6.000000
5900,5,91,20,40,0.500000
5900,1,2,46,5,9.200000
5900,4,71,5,40,0.125000
5900,4,83,10,40,0.250000
5900,4,101,5,40,0.125000
5900,4,89,5,40,0.125000
5900,4,111,5,40,0.125000
5900,5,99,10,40,0.250000
5900,5,73,40,40,1.000000
5900,4,105,5,40,0.125000
5900,6,103,5,40,0.125000
5900,5,109,5,40,0.125000
5900,6,132,5,40,0.125000
5900,6,126,5,40,0.125000
5900,4,107,5,40,0.125000
5900,5,85,20,40,0.500000
5900,6,75,25,40,0.625000
5900,4,97,5,40,0.125000
6100,6,132,2,40,0.050000
6100,4,97,5,40,0.125000
6100,5,85,20,40,0.500000
6100,5,99,10,40,0.250000
6100,4,83,10,40,0.250000
6100,4,107,5,40,0.125000
6100,4,105,5,40,0.125000
6100,2,3,31,5,6.200000
6100,6,126,8,40,0.200000
6100,4,101,5,40,0.125000
6100,4,111,5,40,0.125000
6100,4,71,5,40,0.125000
6100,3,4,59,5,11.800000
6100,5,109,5,40,0.125000
6100,5,73,40,40,1.000000
6100,6,103,5,40,0.125000
6100,4,89,5,40,0.125000
6100,6,75,25,40,0.625000
6100,1,2,46,5,9.200000
6100,5,91,20,40,0.500000
6300,6,75,25,40,0.625000
6300,1,2,45,5,9.000000
6300,5,109,5,40,0.125000
6300,4,105,5,40,0.125000
6300,6,134,5,40,0.125000
6300,5,73,40,40,1.000000
6300,4,71,5,40,0.125000
6300,5,85,20,40,0.500000
6300,6,132,0,40,0.000000
6300,4,107,5,40,0.125000
6300,4,89,5,40,0.125000
6300,6,103,5,40,0.125000
6300,5,91,20,40,0.500000
6300,4,97,5,40,0.125000
6300,2,3,30,5,6.000000
6300,6,126,5,40,0.125000
6300,4,111,5,40,0.125000
6300,3,4,61,5,12.200000
6300,5,99,10,40,0.250000
6300,4,83,10,40,0.250000
6300,4,101,5,40,0.125000
6500,4,71,5,40,0.125000
6500,5,99,10,40,0.250000
6500,1,2,45,5,9.000000
6500,6,136,5,40,0.125000
6500,6,75,25,40,0.625000
6500,6,103,5,40,0.125000
6500,5,91,20,40,0.500000
6500,3,4,61,5,12.200000
6500,4,101,5,40,0.125000
6500,4,89,5,40,0.125000
6500,2,3,30,5,6.000000
6500,4,97,5,40,0.125000
6500,5,73,40,40,1.000000
6500,5,109,5,40,0.125000
6500,5,85,20,40,0.500000
6500,6,126,5,40,0.125000
6500,4,111,5,40,0.125000
6500,4,105,5,40,0.125000
6500,4,107,5,40,0.125000
6500,4,83,10,40,0.250000
6700,4,111,5,40,0.125000
6700,4,83,10,40,0.250000
6700,5,99,10,40,0.250000
6700,5,109,5,40,0.125000
6700,2,3,30,5,6.000000
6700,5,85,20,40,0.500000
6700,1,2,46,5,9.200000
6700,4,71,5,40,0.125000
6700,3,4,60,5,12.000000
6700,4,105,5,40,0.125000
6700,5,91,20,40,0.500000
6700,6,136,5,40,0.125000
6700,6,126,5,40,0.125000
6700,4,107,5,40,0.125000
6700,4,101,5,40,0.125000
6700,4,97,5,40,0.125000
6700,5,73,40,40,1.000000
6700,4,89,5,40,0.125000
6700,6,103,5,40,0.125000
6700,6,75,25,40,0.625000
6900,6,75,25,40,0.625000
6900,5,109,5,40,0.125000
6900,4,71,5,40,0.125000
6900,2,3,30,5,6.000000
6900,5,91,20,40,0.500000
6900,4,83,10,40,0.250000
6900,6,103,5,40,0.125000
6900,6,126,5,40,0.125000
6900,1,2,46,5,9.200000
6900,3,4,60,5,12.000000
6900,4,89,5,40,0.125000
6900,5,85,20,40,0.500000
6900,5,73,40,40,1.000000
6900,5,99,10,40,0.250000
6900,6,136,5,40,0.125000
6900,4,107,5,40,0.125000
6900,4,111,5,40,0.125000
6900,4,105,5,40,0.125000
6900,4,101,5,40,0.125000
6900,4,97,5,40,0.125000
7100,4,101,5,40,0.125000
7100,5,109,5,40,0.125000
7100,3,4,60,5,12.000000
7100,5,73,40,40,1.000000
7100,4,107,5,40,0.125000
7100,1,2,46,5,9.200000
7100,5,85,20,40,0.500000
7100,5,91,20,40,0.500000
7100,4,97,5,40,0.125000
7100,4,111,5,40,0.125000
7100,6,136,5,40,0.125000
7100,6,75,25,40,0.625000
7100,2,3,30,5,6.000000
7100,4,71,5,40,0.125000
7100,4,89,5,40,0.125000
7100,6,103,5,40,0.125000
7100,4,83,10,40,0.250000
7100,4,105,5,40,0.125000
7100,5,99,10,40,0.250000
7100,6,126,5,40,0.125000
7300,3,4,60,5,12.000000
7300,4,107,5,40,0.125000
7300,4,83,10,40,0.250000
7300,4,97,5,40,0.125000
7300,5,73,40,40,1.000000
7300,6,103,5,40,0.125000
7300,5,99,10,40,0.250000
7300,4,71,5,40,0.125000
7300,5,109,5,40,0.125000
7300,2,3,30,5,6.000000
7300,1,2,46,5,9.200000
7300,4,105,5,40,0.125000
7300,5,85,20,40,0.500000
7300,4,101,5,40,0.125000
7300,6,136,5,40,0.125000
7300,6,126,5,40,0.125000
7300,4,111,5,40,0.125000
7300,4,89,5,40,0.125000
7300,5,91,20,40,0.500000
7300,6,75,25,40,0.625000
7500,4,105,5,40,0.125000
7500,3,4,60,5,12.000000
7500,1,2,46,5,9.200000
7500,4,107,5,40,0.125000
7500,4,101,5,40,0.125000
7500,6,103,5,40,0.125000
7500,5,85,20,40,0.500000
7500,6,75,25,40,0.625000
7500,4,83,10,40,0.250000
7500,2,3,30,5,6.000000
7500,4,89,5,40,0.125000
7500,5,73,40,40,1.000000
7500,6,136,5,40,0.125000
7500,4,97,5,40,0.125000
7500,5,109,5,40,0.125000
7500,6,126,5,40,0.125000
7500,5,91,20,40,0.500000
7500,4,111,5,40,0.125000
7500,4,71,5,40,0.125000
7500,5,99,10,40,0.250000
7700,4,101,5,40,0.125000
7700,5,73,40,40,1.000000
7700,2,3,30,5,6.000000
7700,5,91,20,40,0.500000
7700,1,2,46,5,9.200000
7700,4,83,10,40,0.250000
7700,6,75,25,40,0.625000
7700,5,109,5,40,0.125000
7700,6,126,5,40,0.125000
7700,4,105,5,40,0.125000
7700,6,136,5,40,0.125000
7700,4,71,5,40,0.125000
7700,4,107,5,40,0.125000
7700,4,111,5,40,0.125000
7700,3,4,60,5,12.000000
7700,5,99,10,40,0.250000
7700,5,85,20,40,0.500000
7700,4,97,5,40,0.125000
7700,4,89,5,40,0.125000
7700,6,103,5,40,0.125000
7900,3,4,60,5,12.000000
7900,4,105,5,40,0.125000
7900,4,89,5,40,0.125000
7900,6,103,5,40,0.125000
7900,6,75,25,40,0.625000
7900,6,136,5,40,0.125000
7900,4,111,5,40,0.125000
7900,1,2,46,5,9.200000
7900,4,107,5,40,0.125000
7900,4,71,5,40,0.125000
7900,5,85,20,40,0.500000
7900,4,101,5,40,0.125000
7900,5,109,5,40,0.125000
7900,5,91,20,40,0.500000
7900,5,73,40,40,1.000000
7900,4,97,5,40,0.125000
7900,6,126,5,40,0.125000
7900,5,99,10,40,0.250000
7900,2,3,30,5,6.000000
7900,4,83,10,40,0.250000
8100,4,83,10,40,0.250000
8100,6,136,5,40,0.125000
8100,5,85,17,40,0.425000
8100,1,2,46,5,9.200000
8100,4,97,5,40,0.125000
8100,4,101,5,40,0.125000
8100,5,109,5,40,0.125000
8100,6,103,5,40,0.125000
8100,5,73,40,40,1.000000
8100,2,3,29,5,5.800000
8100,4,89,5,40,0.125000
8100,4,71,8,40,0.200000
8100,3,4,58,5,11.600000
8100,4,111,5,40,0.125000
8100,4,107,5,40,0.125000
8100,4,105,2,40,0.050000
8100,5,99,10,40,0.250000
8100,6,75,25,40,0.625000
8100,6,126,5,40,0.125000
8100,5,91,20,40,0.500000
8300,3,4,55,5,11.000000
8300,4,101,5,40,0.125000
8300,5,85,15,40,0.375000
8300,5,91,20,40,0.500000
8300,6,126,5,40,0.125000
8300,4,83,10,40,0.250000
8300,1,2,46,5,9.200000
8300,5,99,10,40,0.250000
8300,6,75,25,40,0.625000
8300,4,107,5,40,0.125000
8300,4,89,5,40,0.125000
8300,4,111,5,40,0.125000
8300,5,73,40,40,1.000000
8300,5,109,5,40,0.125000
8300,6,136,5,40,0.125000
8300,4,105,0,40,0.000000
8300,4,71,10,40,0.250000
8300,2,3,30,5,6.000000
8300,6,103,5,40,0.125000
8300,4,97,5,40,0.125000
8500,4,83,10,40,0.250000
8500,4,111,5,40,0.125000
8500,2,3,30,5,6.000000
8500,5,91,20,40,0.500000
8500,1,2,46,5,9.200000
8500,5,85,10,40,0.250000
8500,4,71,10,40,0.250000
8500,3,4,50,5,10.000000
8500,6,75,25,40,0.625000
8500,6,103,5,40,0.125000
8500,6,136,5,40,0.125000
8500,4,97,5,40,0.125000
8500,6,126,5,40,0.125000
8500,5,73,40,40,1.000000
8500,4,107,5,40,0.125000
8500,4,101,5,40,0.125000
8500,4,89,5,40,0.125000
8500,5,99,10,40,0.250000
8500,5,109,5,40,0.125000
8700,3,4,50,5,10.000000
8700,4,107,5,40,0.125000
8700,6,136,5,40,0.125000
8700,6,103,5,40,0.125000
8700,5,85,10,40,0.250000
8700,1,2,46,5,9.200000
8700,4,97,5,40,0.125000
8700,5,99,10,40,0.250000
8700,4,111,5,40,0.125000
8700,4,83,10,40,0.250000
8700,5,91,20,40,0.500000
8700,5,73,40,40,1.000000
8700,2,3,30,5,6.000000
8700,4,101,5,40,0.125000
8700,6,75,25,40,0.625000
8700,6,126,5,40,0.125000
8700,4,71,10,40,0.250000
8700,5,109,5,40,0.125000
8700,4,89,5,40,0.125000
8900,6,126,5,40,0.125000
8900,4,83,10,40,0.250000
8900,4,111,5,40,0.125000
8900,4,89,5,40,0.125000
8900,4,97,5,40,0.125000
8900,4,107,5,40,0.125000
8900,5,85,10,40,0.250000
8900,3,4,50,5,10.000000
8900,5,109,5,40,0.125000
8900,4,101,5,40,0.125000
8900,5,91,20,40,0.500000
8900,6,136,5,40,0.125000
8900,1,2,46,5,9.200000
8900,5,73,40,40,1.000000
8900,2,3,30,5,6.000000
8900,6,75,25,40,0.625000
8900,4,71,10,40,0.250000
8900,6,103,5,40,0.125000
8900,5,99,10,40,0.250000
9100,4,71,10,40,0.250000
9100,4,83,10,40,0.250000
9100,6,103,5,40,0.125000
9100,2,3,30,5,6.000000
9100,5,73,40,40,1.000000
9100,4,89,5,40,0.125000
9100,6,136,5,40,0.125000
9100,1,2,46,5,9.200000
9100,6,75,25,40,0.625000
9100,5,109,5,40,0.125000
9100,5,99,10,40,0.250000
9100,4,101,5,40,0.125000
9100,4,97,5,40,0.125000
9100,5,91,20,40,0.500000
9100,4,107,5,40,0.125000
9100,3,4,50,5,10.000000
9100,4,111,5,40,0.125000
9100,6,126,5,40,0.125000
9100,5,85,10,40,0.250000
9300,5,91,20,40,0.500000
9300,1,2,46,5,9.200000
9300,6,126,5,40,0.125000
9300,5,109,5,40,0.125000
9300,6,103,5,40,0.125000
9300,5,99,10,40,0.250000
9300,4,89,5,40,0.125000
9300,6,136,5,40,0.125000
9300,4,107,5,40,0.125000
9300,5,85,10,40,0.250000
9300,4,71,10,40,0.250000
9300,3,4,50,5,10.000000
9300,6,75,25,40,0.625000
9300,4,97,5,40,0.125000
9300,4,83,10,40,0.250000
9300,2,3,30,5,6.000000
9300,4,111,5,40,0.125000
9300,4,101,5,40,0.125000
