time,app,des,tr,ltr,suc
1100,3,127,5,5,1.000000
1100,1,2,5,5,1.000000
1100,3,139,5,5,1.000000
1100,2,103,5,5,1.000000
1100,1,77,5,5,1.000000
1100,3,105,5,5,1.000000
1100,2,79,5,5,1.000000
1100,3,111,20,5,4.000000
1100,4,145,5,40,0.125000
1100,2,97,5,5,1.000000
1100,6,143,5,40,0.125000
1100,3,81,5,5,1.000000
1100,4,141,5,40,0.125000
1100,1,99,5,5,1.000000
1100,4,117,5,40,0.125000
1100,4,129,5,40,0.125000
1100,5,131,10,40,0.250000
1100,4,123,5,40,0.125000
1100,6,87,25,40,0.625000
1100,6,109,5,40,0.125000
1100,2,73,5,5,1.000000
1100,4,83,5,40,0.125000
1100,1,137,5,5,1.000000
1100,5,85,40,40,1.000000
1100,5,119,10,40,0.250000
1100,5,121,5,40,0.125000
1100,1,101,5,5,1.000000
1300,3,105,5,5,1.000000
1300,2,79,5,5,1.000000
1300,2,103,5,5,1.000000
1300,4,141,5,40,0.125000
1300,3,125,5,5,1.000000
1300,1,75,5,5,1.000000
1300,5,119,10,40,0.250000
1300,2,3,5,5,1.000000
1300,1,115,5,5,1.000000
1300,3,71,5,5,1.000000
1300,5,107,20,40,0.500000
1300,1,113,5,5,1.000000
1300,6,143,5,40,0.125000
1300,2,97,5,5,1.000000
1300,4,151,5,40,0.125000
1300,3,81,5,5,1.000000
1300,3,139,5,5,1.000000
1300,1,77,5,5,1.000000
1300,6,87,25,40,0.625000
1300,5,85,40,40,1.000000
1300,3,95,5,5,1.000000
1300,3,111,20,5,4.000000
1300,4,129,5,40,0.125000
1300,4,83,5,40,0.125000
1300,3,4,5,5,1.000000
1300,4,145,5,40,0.125000
1300,1,2,5,5,1.000000
1300,2,133,5,5,1.000000
1300,1,137,5,5,1.000000
1300,4,93,11,40,0.275000
1300,1,135,5,5,1.000000
1300,4,117,5,40,0.125000
1300,2,73,5,5,1.000000
1300,1,99,5,5,1.000000
1300,6,109,5,40,0.125000
1300,5,149,5,40,0.125000
1300,5,131,10,40,0.250000
1300,3,127,5,5,1.000000
1300,1,101,5,5,1.000000
1300,4,147,5,40,0.125000
1500,3,111,20,5,4.000000
1500,5,149,5,40,0.125000
1500,5,119,10,40,0.250000
1500,2,3,5,5,1.000000
1500,1,75,5,5,1.000000
1500,2,73,5,5,1.000000
1500,6,87,25,40,0.625000
1500,5,131,10,40,0.250000
1500,1,2,5,5,1.000000
1500,3,81,5,5,1.000000
1500,4,151,5,40,0.125000
1500,6,109,5,40,0.125000
1500,1,77,5,5,1.000000
1500,6,143,5,40,0.125000
1500,1,137,5,5,1.000000
1500,2,133,5,5,1.000000
1500,3,4,5,5,1.000000
1500,4,147,5,40,0.125000
1500,3,127,5,5,1.000000
1500,5,107,20,40,0.500000
1500,4,117,5,40,0.125000
1500,3,139,5,5,1.000000
1500,3,71,5,5,1.000000
1500,4,93,11,40,0.275000
1500,4,129,5,40,0.125000
1500,5,85,40,40,1.000000
1500,4,141,5,40,0.125000
1500,3,125,5,5,1.000000
1500,3,105,5,5,1.000000
1500,2,103,5,5,1.000000
1500,3,95,5,5,1.000000
1500,2,79,5,5,1.000000
1500,1,101,5,5,1.000000
1500,1,135,5,5,1.000000
1500,4,145,5,40,0.125000
1500,4,83,5,40,0.125000
1500,1,115,5,5,1.000000
1500,1,113,5,5,1.000000
1500,2,97,5,5,1.000000
1500,1,99,5,5,1.000000
1700,3,127,5,5,1.000000
1700,3,139,5,5,1.000000
1700,5,119,10,40,0.250000
1700,5,85,40,40,1.000000
1700,6,87,25,40,0.625000
1700,2,97,5,5,1.000000
1700,4,117,5,40,0.125000
1700,4,129,5,40,0.125000
1700,1,113,5,5,1.000000
1700,1,77,5,5,1.000000
1700,3,125,5,5,1.000000
1700,6,143,5,40,0.125000
1700,2,73,5,5,1.000000
1700,3,95,5,5,1.000000
1700,5,107,20,40,0.500000
1700,4,93,11,40,0.275000
1700,1,137,5,5,1.000000
1700,2,103,5,5,1.000000
1700,4,147,5,40,0.125000
1700,4,83,5,40,0.125000
1700,3,105,5,5,1.000000
1700,1,101,5,5,1.000000
1700,3,111,20,5,4.000000
1700,4,141,5,40,0.125000
1700,2,3,5,5,1.000000
1700,1,135,5,5,1.000000
1700,4,151,5,40,0.125000
1700,5,149,5,40,0.125000
1700,1,99,5,5,1.000000
1700,5,131,10,40,0.250000
1700,3,71,5,5,1.000000
1700,1,75,5,5,1.000000
1700,1,2,5,5,1.000000
1700,4,145,5,40,0.125000
1700,6,109,5,40,0.125000
1700,2,133,5,5,1.000000
1700,3,4,5,5,1.000000
1700,1,115,5,5,1.000000
1700,3,81,5,5,1.000000
1700,2,79,5,5,1.000000
1900,2,73,5,5,1.000000
1900,1,135,5,5,1.000000
1900,6,143,5,40,0.125000
1900,2,3,5,5,1.000000
1900,6,87,25,40,0.625000
1900,4,129,5,40,0.125000
1900,1,75,5,5,1.000000
1900,2,97,5,5,1.000000
1900,6,109,5,40,0.125000
1900,4,151,5,40,0.125000
1900,1,2,5,5,1.000000
1900,4,83,5,40,0.125000
1900,2,79,5,5,1.000000
1900,5,149,5,40,0.125000
1900,3,71,5,5,1.000000
1900,4,145,5,40,0.125000
1900,1,137,5,5,1.000000
1900,4,147,5,40,0.125000
1900,3,127,5,5,1.000000
1900,1,99,5,5,1.000000
1900,3,139,5,5,1.000000
1900,4,117,5,40,0.125000
1900,1,113,5,5,1.000000
1900,5,131,10,40,0.250000
1900,4,93,11,40,0.275000
1900,1,77,5,5,1.000000
1900,3,111,20,5,4.000000
1900,1,115,5,5,1.000000
1900,4,141,5,40,0.125000
1900,5,119,10,40,0.250000
1900,1,101,5,5,1.000000
1900,2,133,5,5,1.000000
1900,3,81,5,5,1.000000
1900,2,103,5,5,1.000000
1900,5,85,40,40,1.000000
1900,3,125,5,5,1.000000
1900,3,95,5,5,1.000000
1900,3,105,5,5,1.000000
1900,5,107,20,40,0.500000
1900,3,4,5,5,1.000000
2100,2,97,5,5,1.000000
2100,3,71,5,5,1.000000
2100,3,105,5,5,1.000000
2100,1,137,5,5,1.000000
2100,2,103,5,5,1.000000
2100,3,95,5,5,1.000000
2100,5,149,5,40,0.125000
2100,3,127,5,5,1.000000
2100,4,117,5,40,0.125000
2100,6,109,5,40,0.125000
2100,3,111,20,5,4.000000
2100,2,133,5,5,1.000000
2100,4,93,11,40,0.275000
2100,3,4,5,5,1.000000
2100,4,141,5,40,0.125000
2100,1,115,5,5,1.000000
2100,4,145,5,40,0.125000
2100,1,99,5,5,1.000000
2100,6,143,7,40,0.175000
2100,2,73,5,5,1.000000
2100,1,77,5,5,1.000000
2100,5,107,20,40,0.500000
2100,1,135,2,5,0.400000
2100,5,85,40,40,1.000000
2100,5,119,18,40,0.450000
2100,2,79,5,5,1.000000
2100,6,87,25,40,0.625000
2100,1,113,5,5,1.000000
2100,1,2,5,5,1.000000
2100,5,131,10,40,0.250000
2100,3,139,5,5,1.000000
2100,1,101,8,5,1.600000
2100,3,125,5,5,1.000000
2100,3,81,5,5,1.000000
2100,4,147,5,40,0.125000
2100,1,75,5,5,1.000000
2100,4,129,5,40,0.125000
2100,4,151,5,40,0.125000
2100,4,83,5,40,0.125000
2100,2,3,5,5,1.000000
2300,6,109,0,40,0.000000
2300,2,79,5,5,1.000000
2300,3,81,5,5,1.000000
2300,5,85,40,40,1.000000
2300,3,127,5,5,1.000000
2300,2,103,5,5,1.000000
2300,4,93,10,40,0.250000
2300,1,113,5,5,1.000000
2300,2,3,5,5,1.000000
2300,4,117,5,40,0.125000
2300,4,145,5,40,0.125000
2300,1,158,5,5,1.000000
2300,3,95,5,5,1.000000
2300,4,147,5,40,0.125000
2300,6,156,5,40,0.125000
2300,3,111,20,5,4.000000
2300,3,139,5,5,1.000000
2300,6,154,5,40,0.125000
2300,1,115,5,5,1.000000
2300,2,97,5,5,1.000000
2300,5,131,10,40,0.250000
2300,1,137,5,5,1.000000
2300,3,71,5,5,1.000000
2300,1,77,5,5,1.000000
2300,3,125,5,5,1.000000
2300,3,4,5,5,1.000000
2300,1,2,5,5,1.000000
2300,6,87,25,40,0.625000
2300,4,151,5,40,0.125000
2300,5,107,20,40,0.500000
2300,1,135,0,5,0.000000
2300,6,143,5,40,0.125000
2300,5,149,5,40,0.125000
2300,4,141,5,40,0.125000
2300,2,73,5,5,1.000000
2300,3,105,5,5,1.000000
2300,4,83,5,40,0.125000
2300,1,99,5,5,1.000000
2300,5,119,20,40,0.500000
2300,2,133,5,5,1.000000
2300,1,101,5,5,1.000000
2300,4,129,5,40,0.125000
2300,1,75,5,5,1.000000
2500,6,160,5,40,0.125000
2500,1,101,5,5,1.000000
2500,4,117,5,40,0.125000
2500,2,97,5,5,1.000000
2500,5,107,20,40,0.500000
2500,2,79,5,5,1.000000
2500,5,149,5,40,0.125000
2500,1,158,5,5,1.000000
2500,4,93,10,40,0.250000
2500,4,83,5,40,0.125000
2500,1,75,5,5,1.000000
2500,5,85,40,40,1.000000
2500,4,145,5,40,0.125000
2500,1,115,5,5,1.000000
2500,4,147,5,40,0.125000
2500,3,127,5,5,1.000000
2500,3,139,5,5,1.000000
2500,1,113,5,5,1.000000
2500,2,73,5,5,1.000000
2500,1,77,5,5,1.000000
2500,3,4,5,5,1.000000
2500,4,129,5,40,0.125000
2500,3,105,5,5,1.000000
2500,2,103,5,5,1.000000
2500,6,143,5,40,0.125000
2500,3,71,5,5,1.000000
2500,6,87,25,40,0.625000
2500,3,125,5,5,1.000000
2500,4,141,5,40,0.125000
2500,1,137,5,5,1.000000
2500,1,2,5,5,1.000000
2500,5,119,20,40,0.500000
2500,3,81,5,5,1.000000
2500,5,131,10,40,0.250000
2500,2,133,5,5,1.000000
2500,3,95,5,5,1.000000
2500,4,151,5,40,0.125000
2500,3,111,20,5,4.000000
2500,1,99,5,5,1.000000
2500,2,3,5,5,1.000000
2500,6,162,5,40,0.125000
2700,2,79,5,5,1.000000
2700,2,73,5,5,1.000000
2700,4,83,5,40,0.125000
2700,5,85,40,40,1.000000
2700,1,99,5,5,1.000000
2700,2,103,5,5,1.000000
2700,4,145,5,40,0.125000
2700,5,149,5,40,0.125000
2700,5,107,20,40,0.500000
2700,2,3,5,5,1.000000
2700,1,2,5,5,1.000000
2700,3,139,5,5,1.000000
2700,1,75,5,5,1.000000
2700,4,141,5,40,0.125000
2700,2,97,5,5,1.000000
2700,3,4,5,5,1.000000
2700,1,158,5,5,1.000000
2700,6,166,5,40,0.125000
2700,3,71,5,5,1.000000
2700,3,81,5,5,1.000000
2700,6,87,25,40,0.625000
2700,1,137,5,5,1.000000
2700,1,101,5,5,1.000000
2700,3,95,5,5,1.000000
2700,6,143,5,40,0.125000
2700,4,93,10,40,0.250000
2700,3,105,5,5,1.000000
2700,6,164,5,40,0.125000
2700,3,127,5,5,1.000000
2700,5,131,10,40,0.250000
2700,1,77,5,5,1.000000
2700,4,129,5,40,0.125000
2700,1,113,5,5,1.000000
2700,4,117,5,40,0.125000
2700,2,133,5,5,1.000000
2700,3,125,5,5,1.000000
2700,1,115,5,5,1.000000
2700,4,151,5,40,0.125000
2700,3,111,20,5,4.000000
2700,5,119,20,40,0.500000
2700,4,147,5,40,0.125000
2900,2,133,5,5,1.000000
2900,3,4,5,5,1.000000
2900,4,83,5,40,0.125000
2900,4,129,5,40,0.125000
2900,1,2,5,5,1.000000
2900,1,77,5,5,1.000000
2900,1,75,5,5,1.000000
2900,1,101,5,5,1.000000
2900,3,71,5,5,1.000000
2900,1,113,5,5,1.000000
2900,6,170,5,40,0.125000
2900,5,107,20,40,0.500000
2900,6,168,5,40,0.125000
2900,4,93,11,40,0.275000
2900,4,151,5,40,0.125000
2900,1,99,5,5,1.000000
2900,1,158,5,5,1.000000
2900,6,143,5,40,0.125000
2900,3,125,5,5,1.000000
2900,5,85,40,40,1.000000
2900,3,81,5,5,1.000000
2900,5,119,20,40,0.500000
2900,3,105,5,5,1.000000
2900,2,97,5,5,1.000000
2900,3,111,20,5,4.000000
2900,5,131,10,40,0.250000
2900,4,147,5,40,0.125000
2900,4,145,5,40,0.125000
2900,2,3,5,5,1.000000
2900,1,115,5,5,1.000000
2900,6,87,25,40,0.625000
2900,2,103,5,5,1.000000
2900,2,79,5,5,1.000000
2900,4,117,5,40,0.125000
2900,1,137,5,5,1.000000
2900,3,127,5,5,1.000000
2900,3,95,5,5,1.000000
2900,5,149,5,40,0.125000
2900,3,139,5,5,1.000000
2900,2,73,5,5,1.000000
2900,4,141,5,40,0.125000
3100,4,117,5,40,0.125000
3100,1,75,5,5,1.000000
3100,1,115,5,5,1.000000
3100,4,145,5,40,0.125000
3100,3,71,5,5,1.000000
3100,3,105,5,5,1.000000
3100,2,79,5,5,1.000000
3100,1,158,5,5,1.000000
3100,2,103,5,5,1.000000
3100,6,143,5,40,0.125000
3100,3,81,5,5,1.000000
3100,5,131,10,40,0.250000
3100,4,129,5,40,0.125000
3100,3,4,5,5,1.000000
3100,1,101,5,5,1.000000
3100,2,133,5,5,1.000000
3100,1,137,5,5,1.000000
3100,5,119,20,40,0.500000
3100,4,141,5,40,0.125000
3100,2,97,5,5,1.000000
3100,3,139,5,5,1.000000
3100,5,107,20,40,0.500000
3100,4,151,5,40,0.125000
3100,1,99,5,5,1.000000
3100,4,83,5,40,0.125000
3100,1,113,5,5,1.000000
3100,2,3,5,5,1.000000
3100,6,168,5,40,0.125000
3100,5,85,40,40,1.000000
3100,1,77,5,5,1.000000
3100,4,93,11,40,0.275000
3100,6,87,25,40,0.625000
3100,6,170,5,40,0.125000
3100,5,149,5,40,0.125000
3100,3,95,5,5,1.000000
3100,3,127,5,5,1.000000
3100,2,73,5,5,1.000000
3100,3,111,20,5,4.000000
3100,4,147,5,40,0.125000
3100,1,2,5,5,1.000000
3100,3,125,5,5,1.000000
3300,2,133,5,5,1.000000
3300,4,129,5,40,0.125000
3300,3,81,5,5,1.000000
3300,4,145,5,40,0.125000
3300,1,75,5,5,1.000000
3300,1,99,5,5,1.000000
3300,1,77,5,5,1.000000
3300,3,95,5,5,1.000000
3300,3,105,5,5,1.000000
3300,1,101,5,5,1.000000
3300,6,168,5,40,0.125000
3300,4,93,11,40,0.275000
3300,5,107,20,40,0.500000
3300,1,2,5,5,1.000000
3300,2,97,5,5,1.000000
3300,3,139,5,5,1.000000
3300,6,170,5,40,0.125000
3300,5,119,20,40,0.500000
3300,1,158,5,5,1.000000
3300,4,117,5,40,0.125000
3300,4,147,5,40,0.125000
3300,1,113,5,5,1.000000
3300,2,3,5,5,1.000000
3300,2,103,5,5,1.000000
3300,2,79,5,5,1.000000
3300,3,127,5,5,1.000000
3300,1,115,5,5,1.000000
3300,5,149,5,40,0.125000
3300,3,71,5,5,1.000000
3300,6,143,5,40,0.125000
3300,3,125,5,5,1.000000
3300,4,151,5,40,0.125000
3300,5,131,10,40,0.250000
3300,4,141,5,40,0.125000
3300,3,4,5,5,1.000000
3300,5,85,40,40,1.000000
3300,6,87,25,40,0.625000
3300,3,111,20,5,4.000000
3300,1,137,5,5,1.000000
3300,2,73,5,5,1.000000
3300,4,83,5,40,0.125000
3500,4,145,5,40,0.125000
3500,3,4,5,5,1.000000
3500,1,2,5,5,1.000000
3500,2,3,5,5,1.000000
3500,3,105,5,5,1.000000
3500,1,99,5,5,1.000000
3500,3,139,5,5,1.000000
3500,6,87,25,40,0.625000
3500,2,97,5,5,1.000000
3500,3,71,5,5,1.000000
3500,2,133,5,5,1.000000
3500,3,111,20,5,4.000000
3500,4,117,5,40,0.125000
3500,4,141,5,40,0.125000
3500,4,147,5,40,0.125000
3500,3,127,5,5,1.000000
3500,4,151,5,40,0.125000
3500,1,158,5,5,1.000000
3500,6,168,5,40,0.125000
3500,3,95,5,5,1.000000
3500,4,93,11,40,0.275000
3500,1,75,5,5,1.000000
3500,4,83,5,40,0.125000
3500,4,129,5,40,0.125000
3500,5,149,5,40,0.125000
3500,6,170,5,40,0.125000
3500,3,125,5,5,1.000000
3500,1,115,5,5,1.000000
3500,2,73,5,5,1.000000
3500,1,137,5,5,1.000000
3500,1,113,5,5,1.000000
3500,5,119,20,40,0.500000
3500,5,131,10,40,0.250000
3500,2,79,5,5,1.000000
3500,5,85,40,40,1.000000
3500,1,77,5,5,1.000000
3500,3,81,5,5,1.000000
3500,1,101,5,5,1.000000
3500,2,103,5,5,1.000000
3500,6,143,5,40,0.125000
3500,5,107,20,40,0.500000
3700,2,133,5,5,1.000000
3700,5,131,10,40,0.250000
3700,3,105,5,5,1.000000
3700,2,79,5,5,1.000000
3700,6,143,5,40,0.125000
3700,3,71,5,5,1.000000
3700,3,95,5,5,1.000000
3700,3,125,5,5,1.000000
3700,4,151,5,40,0.125000
3700,4,129,5,40,0.125000
3700,1,137,5,5,1.000000
3700,4,83,5,40,0.125000
3700,6,87,25,40,0.625000
3700,4,141,5,40,0.125000
3700,4,147,5,40,0.125000
3700,4,93,11,40,0.275000
3700,6,168,5,40,0.125000
3700,2,3,5,5,1.000000
3700,4,117,5,40,0.125000
3700,2,73,5,5,1.000000
3700,5,149,5,40,0.125000
3700,2,97,5,5,1.000000
3700,1,113,5,5,1.000000
3700,1,101,5,5,1.000000
3700,1,75,5,5,1.000000
3700,3,4,5,5,1.000000
3700,3,81,5,5,1.000000
3700,1,158,5,5,1.000000
3700,6,170,5,40,0.125000
3700,1,77,5,5,1.000000
3700,2,103,5,5,1.000000
3700,1,99,5,5,1.000000
3700,5,107,20,40,0.500000
3700,5,119,20,40,0.500000
3700,1,2,5,5,1.000000
3700,4,145,5,40,0.125000
3700,5,85,40,40,1.000000
3700,3,139,5,5,1.000000
3700,1,115,5,5,1.000000
3700,3,127,5,5,1.000000
3700,3,111,20,5,4.000000
3900,3,71,5,5,1.000000
3900,4,145,5,40,0.125000
3900,4,147,5,40,0.125000
3900,1,75,5,5,1.000000
3900,5,119,20,40,0.500000
3900,1,115,5,5,1.000000
3900,1,77,5,5,1.000000
3900,3,125,5,5,1.000000
3900,1,137,5,5,1.000000
3900,3,139,5,5,1.000000
3900,1,158,5,5,1.000000
3900,2,79,5,5,1.000000
3900,4,151,5,40,0.125000
3900,5,107,20,40,0.500000
3900,3,111,20,5,4.000000
3900,5,149,5,40,0.125000
3900,4,93,11,40,0.275000
3900,3,95,5,5,1.000000
3900,2,133,5,5,1.000000
3900,4,129,5,40,0.125000
3900,1,2,5,5,1.000000
3900,3,4,5,5,1.000000
3900,1,99,5,5,1.000000
3900,4,117,5,40,0.125000
3900,3,81,5,5,1.000000
3900,6,170,5,40,0.125000
3900,3,105,5,5,1.000000
3900,3,127,5,5,1.000000
3900,2,73,5,5,1.000000
3900,5,85,40,40,1.000000
3900,1,101,5,5,1.000000
3900,2,97,5,5,1.000000
3900,1,113,5,5,1.000000
3900,4,141,5,40,0.125000
3900,2,3,5,5,1.000000
3900,6,168,5,40,0.125000
3900,6,87,25,40,0.625000
3900,4,83,5,40,0.125000
3900,2,103,5,5,1.000000
3900,6,143,5,40,0.125000
3900,5,131,10,40,0.250000
4100,3,105,5,5,1.000000
4100,3,4,5,5,1.000000
4100,5,149,5,40,0.125000
4100,4,141,5,40,0.125000
4100,3,81,5,5,1.000000
4100,5,85,40,40,1.000000
4100,3,127,5,5,1.000000
4100,2,73,5,5,1.000000
4100,6,168,5,40,0.125000
4100,4,147,5,40,0.125000
4100,6,170,2,40,0.050000
4100,2,97,5,5,1.000000
4100,4,93,11,40,0.275000
4100,1,2,5,5,1.000000
4100,3,71,5,5,1.000000
4100,4,145,5,40,0.125000
4100,1,158,5,5,1.000000
4100,6,87,25,40,0.625000
4100,2,3,5,5,1.000000
4100,3,125,5,5,1.000000
4100,3,95,5,5,1.000000
4100,1,75,5,5,1.000000
4100,2,133,5,5,1.000000
4100,5,131,10,40,0.250000
4100,1,115,5,5,1.000000
4100,3,139,5,5,1.000000
4100,6,143,8,40,0.200000
4100,1,113,5,5,1.000000
4100,4,151,5,40,0.125000
4100,2,79,5,5,1.000000
4100,3,111,20,5,4.000000
4100,2,103,5,5,1.000000
4100,1,77,5,5,1.000000
4100,4,117,5,40,0.125000
4100,5,107,20,40,0.500000
4100,1,99,5,5,1.000000
4100,1,137,5,5,1.000000
4100,4,83,5,40,0.125000
4100,1,101,5,5,1.000000
4100,4,129,5,40,0.125000
4100,5,119,20,40,0.500000
4300,1,2,5,5,1.000000
4300,5,149,5,40,0.125000
4300,3,95,5,5,1.000000
4300,3,111,20,5,4.000000
4300,6,87,25,40,0.625000
4300,4,129,5,40,0.125000
4300,4,93,10,40,0.250000
4300,3,4,5,5,1.000000
4300,1,115,5,5,1.000000
4300,4,83,5,40,0.125000
4300,5,119,20,40,0.500000
4300,3,127,5,5,1.000000
4300,2,79,5,5,1.000000
4300,1,101,5,5,1.000000
4300,5,131,10,40,0.250000
4300,4,141,5,40,0.125000
4300,3,125,5,5,1.000000
4300,6,172,5,40,0.125000
4300,4,147,5,40,0.125000
4300,3,105,5,5,1.000000
4300,2,73,5,5,1.000000
4300,2,3,5,5,1.000000
4300,6,143,5,40,0.125000
4300,2,103,5,5,1.000000
4300,5,107,20,40,0.500000
4300,1,77,5,5,1.000000
4300,1,113,5,5,1.000000
4300,2,133,5,5,1.000000
4300,4,151,5,40,0.125000
4300,3,139,5,5,1.000000
4300,2,97,5,5,1.000000
4300,6,170,0,40,0.000000
4300,1,158,5,5,1.000000
4300,3,81,5,5,1.000000
4300,3,71,5,5,1.000000
4300,1,99,5,5,1.000000
4300,5,85,40,40,1.000000
4300,4,117,5,40,0.125000
4300,6,168,5,40,0.125000
4300,1,75,5,5,1.000000
4300,1,137,5,5,1.000000
4300,4,145,5,40,0.125000
4500,3,81,5,5,1.000000
4500,6,87,25,40,0.625000
4500,2,103,5,5,1.000000
4500,4,145,5,40,0.125000
4500,1,113,5,5,1.000000
4500,5,107,20,40,0.500000
4500,3,125,5,5,1.000000
4500,3,105,5,5,1.000000
4500,3,71,5,5,1.000000
4500,1,77,5,5,1.000000
4500,6,143,5,40,0.125000
4500,2,3,5,5,1.000000
4500,3,4,5,5,1.000000
4500,1,115,5,5,1.000000
4500,4,141,5,40,0.125000
4500,3,95,5,5,1.000000
4500,4,147,5,40,0.125000
4500,5,85,40,40,1.000000
4500,4,93,11,40,0.275000
4500,4,129,5,40,0.125000
4500,4,151,5,40,0.125000
4500,5,119,20,40,0.500000
4500,1,101,5,5,1.000000
4500,2,97,5,5,1.000000
4500,2,79,5,5,1.000000
4500,5,149,5,40,0.125000
4500,3,127,5,5,1.000000
4500,2,133,5,5,1.000000
4500,6,174,5,40,0.125000
4500,6,168,5,40,0.125000
4500,3,139,5,5,1.000000
4500,4,83,5,40,0.125000
4500,1,99,5,5,1.000000
4500,5,131,10,40,0.250000
4500,1,137,5,5,1.000000
4500,1,2,5,5,1.000000
4500,4,117,5,40,0.125000
4500,2,73,5,5,1.000000
4500,1,75,5,5,1.000000
4500,3,111,20,5,4.000000
4500,1,158,5,5,1.000000
4700,2,79,5,5,1.000000
4700,4,147,5,40,0.125000
4700,3,71,5,5,1.000000
4700,5,85,40,40,1.000000
4700,5,107,20,40,0.500000
4700,3,95,5,5,1.000000
4700,1,158,5,5,1.000000
4700,4,83,5,40,0.125000
4700,2,103,5,5,1.000000
4700,4,151,5,40,0.125000
4700,4,117,5,40,0.125000
4700,1,75,5,5,1.000000
4700,3,105,5,5,1.000000
4700,2,97,5,5,1.000000
4700,6,143,5,40,0.125000
4700,1,115,5,5,1.000000
4700,1,77,5,5,1.000000
4700,2,3,5,5,1.000000
4700,3,139,5,5,1.000000
4700,1,2,5,5,1.000000
4700,4,145,5,40,0.125000
4700,4,129,5,40,0.125000
4700,1,137,5,5,1.000000
4700,6,168,5,40,0.125000
4700,3,111,20,5,4.000000
4700,3,81,5,5,1.000000
4700,2,133,5,5,1.000000
4700,1,101,5,5,1.000000
4700,1,113,5,5,1.000000
4700,1,99,5,5,1.000000
4700,4,93,11,40,0.275000
4700,5,131,10,40,0.250000
4700,6,174,5,40,0.125000
4700,3,125,5,5,1.000000
4700,2,73,5,5,1.000000
4700,3,4,5,5,1.000000
4700,5,119,20,40,0.500000
4700,5,149,5,40,0.125000
4700,4,141,5,40,0.125000
4700,3,127,5,5,1.000000
4700,6,87,25,40,0.625000
4900,4,93,11,40,0.275000
4900,1,115,5,5,1.000000
4900,6,143,5,40,0.125000
4900,1,77,5,5,1.000000
4900,3,125,5,5,1.000000
4900,4,129,5,40,0.125000
4900,3,81,5,5,1.000000
4900,1,2,5,5,1.000000
4900,5,85,40,40,1.000000
4900,3,4,5,5,1.000000
4900,3,127,5,5,1.000000
4900,2,79,5,5,1.000000
4900,1,137,5,5,1.000000
4900,3,111,20,5,4.000000
4900,4,83,5,40,0.125000
4900,4,151,5,40,0.125000
4900,1,158,5,5,1.000000
4900,2,97,5,5,1.000000
4900,3,139,5,5,1.000000
4900,3,95,5,5,1.000000
4900,4,141,5,40,0.125000
4900,4,145,5,40,0.125000
4900,4,147,5,40,0.125000
4900,5,119,20,40,0.500000
4900,6,174,5,40,0.125000
4900,2,73,5,5,1.000000
4900,1,101,5,5,1.000000
4900,1,113,5,5,1.000000
4900,5,131,10,40,0.250000
4900,2,103,5,5,1.000000
4900,3,105,5,5,1.000000
