,CodeRoute,Latitude,Longitude,Altitude,Date,Speed,TimeDifference,Distance,FileName,CumTimeDiff,VideoFrame
3199,taxi_234,41.8968869962464,12.472655612618,0.0,2014-02-01 00:02:11+00:00,1.037756405205856,20,20.755128104117123,,121,15
3200,taxi_234,41.8965850687631,12.4737234171828,0.0,2014-02-01 00:02:21+00:00,9.46478773731733,10,94.6478773731733,,131,16
3201,taxi_234,41.89649376618162,12.474503658006924,0.0,"1823   2014-02-01 00:02:29+00:00
Name: Date, dtype: datetime64[ns, UTC]",7.792807352301821,8,65.53750983285832,,139,17
3202,taxi_234,41.896379262817604,12.475488783067501,0.0,2014-02-01 00:02:40+00:00,7.792807352301821,19,148.0633396937346,,150,18
3203,taxi_234,41.8960445865399,12.476477522811408,0.0,"1824   2014-02-01 00:02:48+00:00
Name: Date, dtype: datetime64[ns, UTC]",10.710897660719066,8,90.07864932664735,,158,19
3204,taxi_234,41.8959425002755,12.4767839550614,0.0,2014-02-01 00:02:51+00:00,10.710897660719068,11,117.81987426790974,,161,20
3205,taxi_234,41.89595199818768,12.47740870963905,0.0,"1825   2014-02-01 00:02:59+00:00
Name: Date, dtype: datetime64[ns, UTC]",6.166036191436976,8,51.856364369984966,,169,21
3206,taxi_234,41.895963914089606,12.4781975218594,0.0,2014-02-01 00:03:10+00:00,6.166036191436976,19,117.15468763730253,,180,22
3207,taxi_234,41.8956246909455,12.4794324253214,0.0,2014-02-01 00:03:21+00:00,9.915644959783162,11,109.07209455761478,,191,23
3208,taxi_234,41.89537217267818,12.47974861601439,0.0,"1827   2014-02-01 00:03:29+00:00
Name: Date, dtype: datetime64[ns, UTC]",4.5669411674038605,8,38.407975217866465,,199,24
3209,taxi_234,41.895055472164294,12.4801478349062,0.0,2014-02-01 00:03:40+00:00,4.5669411674038605,19,86.77188218067334,,210,25
3210,taxi_234,41.894715527996325,12.480897714920824,0.0,"1828   2014-02-01 00:03:48+00:00
Name: Date, dtype: datetime64[ns, UTC]",8.65508329428294,8,72.78925050491954,,218,26
3211,taxi_234,41.894611832391206,12.4811301195188,0.0,2014-02-01 00:03:51+00:00,8.655083294282942,11,95.20591623711236,,221,27
3212,taxi_234,41.89437721902091,12.481417715846698,0.0,"1829   2014-02-01 00:03:59+00:00
Name: Date, dtype: datetime64[ns, UTC]",4.201759980164613,8,35.33680143318439,,229,28
3213,taxi_234,41.8940829741607,12.4817808319175,0.0,2014-02-01 00:04:10+00:00,4.201759980164613,19,79.83343962312763,,240,29
3214,taxi_234,41.8952278845572,12.4821294349438,0.0,2014-02-01 00:04:21+00:00,11.880300568054194,11,130.68330624859612,,251,30
3215,taxi_234,41.89563859883873,12.482379919504972,0.0,"1831   2014-02-01 00:04:29+00:00
Name: Date, dtype: datetime64[ns, UTC]",5.960909657461315,8,50.13125021924966,,259,31
3216,taxi_234,41.896049312544434,12.482630407275796,0.0,"1831   2014-02-01 00:04:37+00:00
Name: Date, dtype: datetime64[ns, UTC]",5.960909657461315,8,50.13125021924966,,267,32
3217,taxi_234,41.8961537091269,12.4826961811991,0.0,2014-02-01 00:04:40+00:00,5.960909657461315,19,113.25728349176498,,270,33
3218,taxi_234,41.897003798614996,12.482056809281799,0.0,2014-02-01 00:04:51+00:00,9.859278831915448,11,108.45206715106994,,281,34
3219,taxi_234,41.89780133657224,12.481738359504911,0.0,"1833   2014-02-01 00:04:59+00:00
Name: Date, dtype: datetime64[ns, UTC]",10.991828767047556,8,92.44127993086995,,289,35
3220,taxi_234,41.898896215173295,12.4812983614127,0.0,2014-02-01 00:05:11+00:00,10.991828767047556,20,219.83657534095113,,301,36
3221,taxi_234,41.900400868939705,12.4806424021388,0.0,2014-02-01 00:05:20+00:00,19.566055502939506,9,176.09449952645554,,310,37
3222,taxi_234,41.90040086893971,12.4806424021388,0.0,"1835   2014-02-01 00:05:28+00:00
Name: Date, dtype: datetime64[ns, UTC]",0.0,8,0.0,,318,38
3223,taxi_234,41.900400868939705,12.4806424021388,0.0,2014-02-01 00:05:30+00:00,0.0,10,0.0,,320,39
3224,taxi_234,41.901706311217296,12.4809961644285,0.0,2014-02-01 00:05:41+00:00,13.47705681669235,11,148.24762498361585,,331,40
3225,taxi_234,41.901706311217296,12.4809961644285,0.0,2014-02-01 00:05:50+00:00,0.0,9,0.0,,340,41
3226,taxi_234,41.9025476671001,12.484384399017,0.0,2014-02-01 00:06:00+00:00,29.593742941771655,10,295.93742941771654,,350,42
3227,taxi_234,41.9025476671001,12.484384399017,0.0,2014-02-01 00:06:00+00:00,0.0,0,0.0,,350,42
3228,taxi_234,41.9025476671001,12.484384399017,0.0,2014-02-01 00:06:00+00:00,0.0,0,0.0,,350,42
3229,taxi_234,41.90264194339971,12.484784481123777,0.0,"1841   2014-02-01 00:06:08+00:00
Name: Date, dtype: datetime64[ns, UTC]",4.139112279655481,8,34.8099342719026,,358,43
3230,taxi_234,41.9027713699082,12.4853372682666,0.0,2014-02-01 00:06:20+00:00,4.139112279655481,20,82.78224559310962,,370,44
3231,taxi_234,41.9027713699082,12.4853372682666,0.0,2014-02-01 00:06:30+00:00,0.0,0,0.0,,370,44
3232,taxi_234,41.902771369908194,12.4853372682666,0.0,"1843   2014-02-01 00:06:38+00:00
Name: Date, dtype: datetime64[ns, UTC]",0.0,8,0.0,,378,45
3233,taxi_234,41.9027713699082,12.4853372682666,0.0,2014-02-01 00:06:30+00:00,0.0,10,0.0,,380,46
3234,taxi_234,41.9027713699082,12.4853372682666,0.0,2014-02-01 00:06:30+00:00,0.0,0,0.0,,380,46
3235,taxi_234,41.9027713699082,12.4853372682666,0.0,2014-02-01 00:06:40+00:00,0.0,10,0.0,,390,47
3236,taxi_234,41.902930870794215,12.48610131599236,0.0,"1846   2014-02-01 00:06:48+00:00
Name: Date, dtype: datetime64[ns, UTC]",7.827215929410653,8,65.8268859663436,,398,48
3237,taxi_234,41.9031498440731,12.4871569911764,0.0,2014-02-01 00:07:00+00:00,7.827215929410653,20,156.54431858821306,,410,49
